"node","Class","true_name","Degree"
"family_unclassified_Firmicutes","Gut microbiome","family_unclassified_Firmicutes","12"
"genus_unclassified_Firmicutes","Gut microbiome","unclassified_Firmicutes","12"
"phylum_unclassified_Bacteria","Gut microbiome","phylum_unclassified_Bacteria","22"
"class_unclassified_Bacteria","Gut microbiome","class_unclassified_Bacteria","22"
"order_unclassified_Bacteria","Gut microbiome","order_unclassified_Bacteria","22"
"family_unclassified_Bacteria","Gut microbiome","family_unclassified_Bacteria","22"
"genus_unclassified_Bacteria","Gut microbiome","unclassified_Bacteria","22"
"family_Clostridiales_Incertae.Sedis.XIII","Gut microbiome","family_Clostridiales_Incertae.Sedis.XIII","4"
"genus_Anaerovorax","Gut microbiome","Anaerovorax","4"
"phylum_Proteobacteria","Gut microbiome","phylum_Proteobacteria","9"
"family_Ruminococcaceae","Gut microbiome","family_Ruminococcaceae","9"
"genus_Flavonifractor","Gut microbiome","Flavonifractor","9"
"genus_Streptococcus","Gut microbiome","Streptococcus","9"
"genus_Pseudoflavonifractor","Gut microbiome","Pseudoflavonifractor","5"
"pHILIC_247.1437_5.3","Metabolome","Tryptophan betaine","16"
"pHILIC_294.1541_7.3","Metabolome","C12H23NO7","15"
"pHILIC_160.0967_7.5","Metabolome","Betonicine","15"
"pHILIC_263.0868_10.8","Metabolome","C9H14N2O7","15"
"pHILIC_224.1653_12.6","Metabolome","Unknown_224.1653_12.6","15"
"pHILIC_210.1497_12.7","Metabolome","C12H19NO2","15"
"nHILIC_239.0771_7.6","Metabolome","C8H16O8","15"
"nHILIC_179.0561_7.6","Metabolome","Hexose","15"
"nHILIC_281.2484_1","Metabolome","C18:1 FA","15"
"nHILIC_103.04_4.6","Metabolome","Hydroxybutyric acid(1)","15"
"nHILIC_221.0665_7.7","Metabolome","C8H14O7","15"
"nHILIC_154.0621_9.6","Metabolome","L-Histidine","15"
"nHILIC_191.0197_11.2","Metabolome","Citric acid","15"
"nHILIC_274.1407_12.3","Metabolome","L-a-glutamyl-L-Lysine","15"
"nHILIC_88.988_11","Metabolome","Oxalate (ethanedioate)","15"
"nHILIC_207.0511_7.7","Metabolome","C7H12O7","16"
"nHILIC_252.09_6.7","Metabolome","Unknown_216.1132","15"
"pRPLC_232.1543_0.9","Metabolome","C4:0 AC","15"
"pRPLC_261.1446_1","Metabolome","gamma-glutamylleucine(1)","15"
"nRPLC_495.2962_9.1","Metabolome","Pregnanediol-3-glucuronide","15"
"nRPLC_172.9914_0.9","Metabolome","Phenol sulphate","15"
"nRPLC_172.098_2.8","Metabolome","N-Acetylleucine|N-Acetylisoleucine","15"
"nRPLC_541.2651_6.6","Metabolome","C27H42O11(4)","15"
"nRPLC_435.3115_10.4","Metabolome","C26H44O5","15"
"nRPLC_445.3323_11","Metabolome","C28H46O4(1)","16"
"nRPLC_311.2957_11.4","Metabolome","C20:0 FA","15"
"nRPLC_355.2852_11","Metabolome","MG(18:1)","15"
"nRPLC_487.3428_9.1","Metabolome","C30H48O5(3)","15"
"nRPLC_215.1652_8.1","Metabolome","""C12:0,OH FA(2)""","15"
"nRPLC_227.1288_7.1","Metabolome","""C12:1,DC FA(3)""","16"
"nRPLC_541.2652_6.8","Metabolome","C27H42O11(1)","15"
"nRPLC_200.1292_6","Metabolome","C10H19NO3","15"
"nRPLC_243.0331_5.4","Metabolome","eugenol sulfate","15"
"ATRN.1","Proteome","ATRN.1","15"
"C1R","Proteome","C1R","15"
"SERPINC1","Proteome","SERPINC1","16"
"A2M","Proteome","A2M","15"
"LV140","Proteome","LV140","16"
"LV319","Proteome","LV319","16"
"HV439","Proteome","HV439","15"
"HBD","Proteome","HBD","15"
"TFRC","Proteome","TFRC","16"
"C8G","Proteome","C8G","16"
"C1S","Proteome","C1S","15"
"MBL2","Proteome","MBL2","16"
"MST1","Proteome","MST1","15"
"PON1","Proteome","PON1","15"
"ACAA2","Proteome","ACAA2","15"
"CAPZB","Proteome","CAPZB","15"
