,xinexpo22_I12,xinexpo51_I6,xinexpo56_I5,xinexpo44_I15,xinexpo28_I15,xinexpo74_I6,xinexpo56_I12,xinexpo70_I6,xinexpo62_I6,xinexpo75_I12
Anaerococcus lactolyticus,79.2582628219196,1.26440130010408,0,4.64102578365895,0.347319553419074,0,0,0,0,0
Diaphorina citri,4.41344819214505,8.44249358435467,0,25.7749552123547,32.2188725384472,28.371797355037,41.8616970157048,316.358999831315,570.295614470919,0
Hymenobacter sp. IS2118,1009.65894412622,177.459358517736,2.99875732871206,203.147292513449,0,699.981044025937,3.31211637740356,5632.43336803933,0,1.53686134512059
Streptococcus suis,0,0,12.9332233648849,149.753595977153,591.859422654361,0,0,338.416779723217,1.28555934965278,0
Kineococcus radiotolerans,271.603191001432,9.7690746497625,13.9041436566701,37.6747760574701,108.722234946206,0,10.2428265984144,0,47.1843485111795,0
Hymenobacter sp. AT01-02,105.7524031292,53.8462672801149,292.313295125621,0,876.591998798072,2254.30236616299,5.93418570588304,0,0,1.50574712016735
Corynebacterium durum,6.49424451905573,59.2368347543559,0,41.5172693439308,0,0,20.1169495785539,0,5.35066295282408,0.588919772088224
Wallemia mellicola,12.9059551595048,27.1150302920901,0,3.38200311413855,2.52083056639161,14.5297563602178,0,0,0,0
Aureobasidium pullulans,4630.36365654225,24.7527224084877,139.88114522703,5.53679023375015,0,0,20.9635563256021,0,0,0
Meleagris gallopavo,1.07118400678787,0,954.098643707518,0.2769320470491,1.23233370835958,11.5205824178979,26.5192122271589,0.704882701521903,0,0
Turicibacter sanguinis,59.4231649831547,27.4352299427479,0,60.1256632092036,11.6663768269839,61.7828565769546,632.397805174392,0,238.927332923129,2.25110270150037
Pseudomonas fluorescens,44.0708442742113,3.44971026542146,0,15.2082125419826,16.478986350045,2.39205807344625,40.9950586298688,15.8225896919154,0,2.00820189144763
Salmonella enterica,18.5097330289168,20.6299931018313,0.87325073311735,9.40585907630981,484.90110851829,0,614.751947250072,0,2283.84687718048,11.2395834925408
Streptococcus mitis,20.3306585817469,0,25.4466565820699,7.37170733100408,0,1524.39458392946,113.307416583827,0,3.44699710336768,104.034979856645
Singulisphaera acidiphila,387.950778073067,0,0,90.9155810042383,36.6268102049354,161.211488946311,1.68498317086878,0.190240342494137,0,0
Aspergillus fumigatus,0,1.92890549891546,0.329228756773955,1.70905825995899,2.39341071357636,7.33927708051285,346.002509292712,0,0,0.330539152643375
Melampsora pinitorqua,394.598422438161,8.82669942350465,812.777547036574,0,8.76089639930002,97.7595821445443,3.76759421246327,0,0,0.160668804921512
Tarenaya hassleriana,149.291075204879,789.027167965233,1280.11121414557,550.216962889269,526.374285206061,56.1751687955117,153.851513287127,0,0,0
Postia placenta,13.1232776596968,36.1452706053245,0.266440744447562,0.102456460901779,9.61927701152222,83.6540116186628,36.9285490135889,0,0,0
Ochroconis constricta,142.671608261237,2.26125845868352,13.6519219711681,0,6.42908498983571,131.871274193835,0,0,30.2662314721876,0
Conchiformibius steedae,1.11464756771211,83.3568333958639,0,204.230478935692,0,969.818003992969,18.617581229546,1.24461180004467,0,935.889784471139
Saccharina japonica,308.67464945825,14.9615600482236,0,142.605644954883,0.237371594971529,14.1213870152204,45.863458700088,53.1716023677008,1462.23111425535,0
Streptococcus pseudopneumoniae,0,0,0,0,0,54.8128430024297,0,0,1.01733351232355,1.20310769871567
Oropetium thomaeum,9.8396092557385,743.6061983068,802.679268406431,565.497681808307,1105.00599694531,795.105273439517,54.4514189221231,286.478958705356,268.176817620903,0
Schizopora paradoxa,109.816980880695,188.7154027052,77.5810917353599,528.736598900259,915.515995863556,101.829351192154,343.394897141656,0.393930920540671,0,12.2742851691717
Peptostreptococcaceae bacterium VA2,24.9060580691681,3.06510420506247,0,6.88668259427776,2.00926992229769,0,0,9.22626480183821,0,0
Pseudoperonospora cubensis,141.655659003234,14.7578183694111,2.3564000347879,158.859596363896,3.52428167634149,0,30.4671187719847,0,0,0.698615952817361
Pediculus humanus,0.0970163252272214,0,90.2070868823171,12.0175015169934,17.1105116682082,0,30.5382248804595,0,0,0
Morus notabilis,0,0,0,0,0,0,0,0,0,0
Bergeyella zoohelcum,13.508500316413,107.2943675001,0,198.403347756785,75.8316301620164,705.954651438112,385.551801793491,0,0,444.947498627015
Felis catus,0,2.59664897611194,0.316214903382547,1.00299231207563,0.550420825874529,18.7098440333833,4.37192900724171,551.501543774994,0,0
Candidatus Solibacter usitatus,104.323546996117,11.4962576011559,50.9641482810791,0,7.56028990307271,3.58656249664458,0,61.7561268037056,389.77842593186,7657.14212220659
Rhodotorula mucilaginosa,82.9922129424778,0,0,0,0,4.60077865661013,0,0,3.3542960617816,0
Jeotgalicoccus sp. 13MG44_air,0,0,0,0,0,0,0.134401308066276,5.43453424640511,0,1.32404489451598
Pleurotus salmoneostramineus,7.66736247185084,1379.32439811412,672.701592680522,419.963884424161,668.873836941611,288.259699432943,74.9128005370777,0,0,0
Corynebacterium sp. JCB,0,0,0,44.3245127400248,64.6554389601451,225.081647599405,0,0,0,0
Sulfurihydrogenibium azorense,0,0,0,0,0,0,0,0,0,0
Snodgrassella alvi,28.7134777929196,47.9208237346472,0,0,1.03483408942422,9.03510587644239,0,0,0,0
Streptococcus parasanguinis,2.07808227409176,0,0,64.8718696611872,27.8535257226782,37.1204106607788,0,37.9868118260534,0,6.1117999021319
Actinomycetospora chiangmaiensis,133.888702221404,0.753614531498064,0,36.6179397169592,0,0,0,0,0,0
Diplonema papillatum,5.4150385759444,1.30450542574484,0,0,0,0,0,0,0,0
Klebsormidium flaccidum,74.3035945967938,3.45679562486577,273.715808479976,0,8.3400968320949,0,0.407847440153921,0,0,0
Entamoeba nuttalli,0,1.17082868625273,0,62.8272701266261,128.762657193787,0,4.40775350927674,0,0,0
candidate division SR1 bacterium RAAC1_SR1_1,0,0,0,120.756353378078,1.59373603903165,0,0,0,0,0.339449740801601
Aspergillus sp. Z5,51.3924420826615,1.17163674383063,0.127319321825558,0,0,39.0837133270425,0,0,0,0
[Haemophilus] parasuis,80.8376788991657,6.41293509440241,0,305.889774975774,0,381.012110089318,0,0,0,7.47893923965841
Fimbriimonas ginsengisoli,102.144447757598,42.0109750037269,0,0.371207230192603,0.687007790512178,77.920955026754,140.062388152192,0,0,0
Varibaculum cambriense,0,0,0.735065134838622,38.4047023275685,3.25704335105816,0,0,0,0,0
Corynebacterium pyruviciproducens,5.0602177347262,0,0,214.408289319082,0,0,0,2.53284952633623,8.4093619125308,0
Acinetobacter junii,0,0,0,0,0,0.539667224119751,0,0.387209820815004,0,3583.80781341082
Rubellimicrobium mesophilum,44.7042900636935,77.0024319646654,0,23.4082214384388,0,0,394.900655990994,202.45644653589,0,0
Candidatus Saccharibacteria oral taxon TM7x,120.695836656191,22.5759145540023,1.0909960777519,14.014400171628,278.723762461047,230.726314734956,3.31251441769662,700.417719309946,0,0
Facklamia hominis,87.3575363077968,0,0,0,53.8336856215907,0,0,259.990176566033,0,0
Macrococcus caseolyticus,110.150460831545,0,0,0,207.564421660387,2.66029388158588,112.05350043629,0,0,1.80634505369858
Lentinula edodes,1.16807017545115,11.7901312997717,12.0276369585638,1.61705324588161,0,0,0,0,0,0
Colletotrichum higginsianum,20.4538013341751,0,0,0,0,2.00377775371678,26.9443085664897,0,0,0
Pleurocapsa sp. PCC 7319,54.8196851031413,3.87138072668077,0,0,0,0,0,0,0,0
Trametes sp. AH28-2,0.515219752352122,155.243938706369,1274.14455310184,89.4405281976479,9.93164257885634,5775.34571237335,83.4362829416232,0.720791426392669,9.06447617168849,152.328918349112
Subdoligranulum variabile,23.4063215197478,0,0,0,15.9182151295538,0,0,240.77798007706,320.136026494136,0
Filifactor alocis,0,0,0,0,0,0,0,0,133.072368647534,0
Paramecium biaurelia,35.0262424872795,19.5958693760589,0.834478594402277,31.3128863577588,0,0.604023270293852,156.01610695023,0,0,0.349962741202719
Spirosoma radiotolerans,366.587087397734,201.859663154319,175.008037761113,81.4154542416657,258.208939186169,40.3739237661443,8.27086769348302,719.301894798072,0,0
Turicella otitidis,0,0.574381373908681,0.932817440408688,0,0,53.3348861828239,0,0,0,0
Corynebacterium maris,3.04875724009018,0,0,0,2.5569730102985,0,0,0,0,0
Humulus lupulus,470.028067957884,56.7337493187133,1.99765619875369,0.739693388021497,241.573341398979,220.71746139582,952.764723762313,0,0,0
Penicillium citrinum,0.754782441723233,0,165.288227309077,297.693179340948,57.3785026898889,0,52.7197404412395,0,0.371617950912174,0.209304838402796
Providencia rettgeri,0.985681143384342,0,0.534495790582899,0,39.0524550118754,30.0054006368087,0.373746753363603,0,0,0
Enterobacter cloacae,3.96846990925253,0,0,311.984952012726,0,0,48.8411006689335,0,2293.74153806703,0
Dermatophagoides farinae,0.880386074214499,0,0.488611231232552,6.15834913871501,0,0,59.0884379086143,0,0,0
Corynebacterium sp. GD7,0,0,0,0,0,0,0,0,0.262704274083445,0
Clostridium butyricum,129.728921579274,0,0,0,81.3836716253774,0,0,2.66699990063362,0,71.5625698702652
Enterococcus faecium,7.16895620006936,383.039300391144,33.5510349890154,9.0230626908515,503.573116329348,31.9784432931485,120.169398390405,1190.60872029097,14.3863568690579,30.8165054404084
Bdellovibrio bacteriovorus,154.168781460507,23.9839032583743,0.54308242233347,13.190420489748,0,0,0,0,2.69636154828778,0
Pseudonocardia acaciae,88.6813495484363,18.9238776928043,0,60.8560417002331,0,111.591120618108,46.810635426568,0,0,0
Corynebacterium imitans,62.5900194490986,0,0,4.21733616302723,1.28221914229512,0,0,0,0,0
Pseudonocardia dioxanivorans,33.0068877422117,52.545616705015,0,0,6.06835481890059,0,0,0,0,0
Cladosiphon okamuranus,285.590044747346,19.7757183489452,548.176880318183,5.63514908140195,324.991392757629,3.58488966895551,5.58180045266962,0,0,0
Propionibacterium propionicum,18.3781796426309,0,0,4.41929790366512,1.27356459575087,0,11.473130548915,0,0,0
Talaromyces islandicus,0.300231015491588,23.4700749625034,6.88727090955178,2.31494216423908,34.4860456639644,10.2175946443642,36.0490400258565,0,0.386304480146629,0
