"name","mz","rt","Candidate.number","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database"
"pHILIC_161.1283_8.1",161.1283,486,1,"Geranyl acetate","NA","NA","NA","T3D4837","(M+H-2H2O)+","10.32471","0.9182554","NA","NA","NA","0","0.9182554","t3db_ms1_database"
"pHILIC_269.1239_8.3",269.1239,498,1,"Dexrazoxane","NA","NA","NA","T3D2771","(M+H)+","1.38755","0.9984609","NA","NA","NA","0","0.9984609","t3db_ms1_database"
"pHILIC_249.1078_10.4",249.1078,624,1,"Mono-cyclohexyl phthalate (MCHP)","NA","NA","NA","Mono-cyclohexyl phthalate (MCHP)","(M+H)+","11.25","0.9037071","NA","NA","NA","0","0.9037071","list1_ms1_database"
"pHILIC_249.1077_10.8",249.1077,648,1,"Mono-cyclohexyl phthalate (MCHP)","NA","NA","NA","Mono-cyclohexyl phthalate (MCHP)","(M+H)+","11.5","0.8996046","NA","NA","NA","0","0.8996046","list1_ms1_database"
"pHILIC_337.1234_11.6",337.1234,696,1,"Fenbuconazole","NA","NA","NA","Fenbuconazole","(M+H)+","5.25","0.9781913","NA","NA","NA","0","0.9781913","list1_ms1_database"
"pHILIC_210.1497_12.7",210.1497,762,1,"2,5-Dimethylfuran","NA","NA","NA","T3D3982","(2M+NH4)+","1.92561","0.997038","NA","NA","NA","0","0.997038","t3db_ms1_database"
"pRPLC_153.0658_1.2",153.0658,72,1,"ortho-Phenylphenol","NA","NA","NA","ortho-Phenylphenol","(M+H-H2O)+","9.75","0.9267699","NA","NA","NA","0","0.9267699","list1_ms1_database"
"pRPLC_195.1128_3.1",195.1128,186,1,"Butabarbital","NA","NA","NA","T3D2721","(M+H-H2O)+","0.01903","0.9999997","NA","NA","NA","0","0.9999997","t3db_ms1_database"
"pRPLC_413.207_4.8",413.207,288,1,"Adapalene","NA","NA","NA","T3D4673","(M+H)+","10.03072","0.9226621","NA","NA","NA","0","0.9226621","t3db_ms1_database"
"pRPLC_301.1185_5.8",301.1185,348,1,"Desmedipham","NA","NA","NA","Desmedipham","(M+H)+","0.5","0.9998","NA","NA","NA","0","0.9998","list1_ms1_database"
"pRPLC_464.1915_7",464.1915,420,1,"Dioxacarb","NA","NA","NA","Dioxacarb","(2M+NH4)+","22.40455","0.6692678","NA","NA","NA","0","0.6692678","list1_ms1_database"
"pRPLC_255.1227_7.2",255.1227,432,1,"Benomyl","NA","NA","NA","T3D0928","(M+H-2H2O)+","3.226155","0.9917081","NA","NA","NA","0","0.9917081","t3db_ms1_database"
"pRPLC_315.1341_7.4",315.1341,444,1,"Propargite","NA","NA","NA","Propargite","(M+H-2H2O)+","17.5","0.7827045","NA","NA","NA","0","0.7827045","list1_ms1_database"
"pRPLC_315.1341_7.8",315.1341,468,1,"Propargite","NA","NA","NA","Propargite","(M+H-2H2O)+","17.5","0.7827045","NA","NA","NA","0","0.7827045","list1_ms1_database"
"pRPLC_505.2774_9.3",505.2774,558,1,"Physangulide","131749-58-1","HMDB0037381","NA","HMDB0037381","(M+H-H2O)+","4.320284","0.985179","NA","NA","NA","0","0.985179","hmdbMS1Database0.0.1"
"pRPLC_417.3362_9.5",417.3362,570,1,"Calcitriol","NA","NA","NA","T3D2692","(M+H)+","0.3480982","0.9999031","NA","NA","NA","0","0.9999031","t3db_ms1_database"
"pRPLC_429.2519_10.5",429.2519,630,1,"Pebulate","NA","NA","NA","Pebulate","(2M+Na)+","14.44373","0.8462866","NA","NA","NA","0","0.8462866","list2_ms1_database"
"pRPLC_457.2832_11",457.2832,660,1,"Ethoxyquin","NA","NA","NA","T3D4874","(2M+Na)+","1.249838","0.9987511","NA","NA","NA","0","0.9987511","t3db_ms1_database"
"pRPLC_491.371_11.3",491.371,678,1,"Fasciculol C","65694-19-1","HMDB0035853","NA","HMDB0035853","(M+H-H2O)+","4.252176","0.9856393","NA","NA","NA","0","0.9856393","hmdbMS1Database0.0.1"
"pHILIC_199.0825_1.5",199.0825,90,1,"5-Acetylamino-6-amino-3-methyluracil","NA","HMDB04400","C16366","HILIC_623","(M+H)+","1.3125","0.9986228","6","0.9801987","NA","0","0.9894107","msDatabase_hilic0.0.2"
"pHILIC_302.3046_1.8",302.3046,108,1,"Sphinganine","764-22-7","HMDB00269","C00836","HILIC_466","(M+H)+","1.3125","0.9986228","0","1","NA","0","0.9993114","msDatabase_hilic0.0.2"
"pHILIC_790.5707_2",790.5707,120,1,"PC(P-38:6)","NA","NA","NA","HILIC_519","(M+H)+","0.6640772","0.9996473","0","1","NA","0","0.9998236","msDatabase_hilic0.0.2"
"pHILIC_257.1127_2",257.1127,120,1,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide","NA","HMDB11648","C15497","HILIC_692","(M+H)+","1.8125","0.9973753","6","0.9801987","NA","0","0.988787","msDatabase_hilic0.0.2"
"pHILIC_114.0661_2.5",114.0661,150,1,"Creatinine","60-27-5","HMDB00562","C00791","HILIC_438","(M+H)+","1.3125","0.9986228","0","1","NA","0","0.9993114","msDatabase_hilic0.0.2"
"pHILIC_776.5554_3",776.5554,180,1,"PE(P-40:6)","NA","NA","NA","HILIC_532","(M+H)+","0.6760625","0.9996344","0","1","NA","0","0.9998172","msDatabase_hilic0.0.2"
"pHILIC_137.0457_3.1",137.0457,186,1,"Hypoxanthine","68-94-0","HMDB00157","C00262","HILIC_467","(M+H)+","1.3125","0.9986228","0","1","NA","0","0.9993114","msDatabase_hilic0.0.2"
"pHILIC_750.5399_3.1",750.5399,186,1,"PE(P-38:5)","NA","NA","NA","HILIC_531","(M+H)+","0.6994965","0.9996086","0","1","NA","0","0.9998043","msDatabase_hilic0.0.2"
"pHILIC_764.5206_3.4",764.5206,204,1,"PE(38:6)","NA","NA","NA","HILIC_525","(M+H)+","0.6867048","0.9996228","0","1","NA","0","0.9998114","msDatabase_hilic0.0.2"
"pHILIC_768.5558_3.5",768.5558,210,1,"PC(35:4)","NA","NA","NA","HILIC_504","(M+H)+","0.6830994","0.9996268","0","1","NA","0","0.9998134","msDatabase_hilic0.0.2"
"pHILIC_740.5213_3.6",740.5213,216,1,"PC(33:4)","NA","NA","NA","HILIC_498","(M+H)+","0.70896","0.999598","0","1","NA","0","0.999799","msDatabase_hilic0.0.2"
"pHILIC_738.5049_3.9",738.5049,234,1,"PE(36:5)","NA","NA","NA","HILIC_523","(M+H)+","0.7108958","0.9995958","0","1","NA","0","0.9997979","msDatabase_hilic0.0.2"
"pHILIC_716.5208_3.9",716.5208,234,1,"PE(34:2)","NA","NA","NA","HILIC_522","(M+H)+","0.7327073","0.9995706","0","1","NA","0","0.9997853","msDatabase_hilic0.0.2"
"pHILIC_722.5093_4.2",722.5093,252,1,"PE(P-36:5)","NA","NA","NA","HILIC_528","(M+H)+","0.7266342","0.9995777","0","1","NA","0","0.9997888","msDatabase_hilic0.0.2"
"pHILIC_752.5554_4.3",752.5554,258,1,"PE(P-38:4)","NA","NA","NA","HILIC_529","(M+H)+","0.6976231","0.9996107","0","1","NA","0","0.9998054","msDatabase_hilic0.0.2"
"pHILIC_776.5553_4.3",776.5553,258,1,"PE(P-40:6)","NA","NA","NA","HILIC_533","(M+H)+","0.6760626","0.9996344","0","1","NA","0","0.9998172","msDatabase_hilic0.0.2"
"pHILIC_750.5404_4.4",750.5404,264,1,"PE(P-38:5)","NA","NA","NA","HILIC_530","(M+H)+","0.699496","0.9996086","0","1","NA","0","0.9998043","msDatabase_hilic0.0.2"
"pHILIC_724.5254_4.4",724.5254,264,1,"PE(P-36:4)","NA","NA","NA","HILIC_527","(M+H)+","0.7246123","0.99958","0","1","NA","0","0.99979","msDatabase_hilic0.0.2"
"pHILIC_738.5403_4.4",738.5403,264,1,"PC(P-34:4)","NA","NA","NA","HILIC_516","(M+H)+","0.7108617","0.9995958","0","1","NA","0","0.9997979","msDatabase_hilic0.0.2"
"pHILIC_740.522_4.4",740.522,264,1,"PC(33:4)","NA","NA","NA","HILIC_497","(M+H)+","0.7089594","0.999598","0","1","NA","0","0.999799","msDatabase_hilic0.0.2"
"pHILIC_768.5548_4.4",768.5548,264,1,"PC(35:4)","NA","NA","NA","HILIC_503","(M+H)+","0.6831003","0.9996268","0","1","NA","0","0.9998134","msDatabase_hilic0.0.2"
"pHILIC_728.5563_4.5",728.5563,270,1,"PE(P-36:2)","NA","NA","NA","HILIC_526","(M+H)+","0.7206032","0.9995847","0","1","NA","0","0.9997923","msDatabase_hilic0.0.2"
"pHILIC_792.5536_4.5",792.5536,270,1,"PC(37:6)","NA","NA","NA","HILIC_508","(M+H)+","0.6624158","0.999649","0","1","NA","0","0.9998245","msDatabase_hilic0.0.2"
"pHILIC_298.1139_4.7",298.1139,282,1,"1-Methylguanosine","2140-65-0","HMDB01563","C04545","HILIC_485","(M+H)+","1.3125","0.9986228","0","1","NA","0","0.9993114","msDatabase_hilic0.0.2"
"pHILIC_834.5972_4.7",834.5972,282,1,"PC(40:6)","NA","NA","NA","HILIC_513","(M+H)+","0.2695911","0.9999419","18","0.8352702","NA","0","0.917606","msDatabase_hilic0.0.2"
"pHILIC_764.557_4.7",764.557,282,1,"PC(P-36:5)","NA","NA","NA","HILIC_517","(M+H)+","0.2288907","0.9999581","18","0.8352702","NA","0","0.9176141","msDatabase_hilic0.0.2"
"pHILIC_806.567_4.8",806.567,288,1,"PC(38:6)","NA","NA","NA","HILIC_512","(M+H)+","0.6509069","0.9996611","0","1","NA","0","0.9998306","msDatabase_hilic0.0.2"
"pHILIC_810.597_4.8",810.597,288,1,"PC(38:4)","NA","NA","NA","HILIC_510","(M+H)+","0.2775732","0.9999384","12","0.9231163","NA","0","0.9615274","msDatabase_hilic0.0.2"
"pHILIC_585.2694_4.9",585.2694,294,1,"Bilirubin","NA","HMDB00054","C00486","HILIC_483","(M+H)+","0.8970228","0.9993565","0","1","NA","0","0.9996782","msDatabase_hilic0.0.2"
"pHILIC_219.0795_5",219.0795,300,1,"Pro-Cys or Cys-Pro","||","HMDB28783|HMDB29014|","||","HILIC_491","(M+H)+","1.3125","0.9986228","0","1","NA","0","0.9993114","msDatabase_hilic0.0.2"
"pHILIC_816.5884_5",816.5884,300,1,"PC(P-40:7)","NA","NA","NA","HILIC_520","(M+H)+","0.6429188","0.9996694","0","1","NA","0","0.9998347","msDatabase_hilic0.0.2"
"pHILIC_850.6644_5",850.6644,300,1,"PC(P-42:5)","NA","NA","NA","HILIC_521","(M+H)+","0.6171647","0.9996953","0","1","NA","0","0.9998477","msDatabase_hilic0.0.2"
"pHILIC_764.5577_5",764.5577,300,1,"PC(P-36:5)","NA","NA","NA","HILIC_517","(M+H)+","0.6866715","0.9996229","0","1","NA","0","0.9998114","msDatabase_hilic0.0.2"
"pHILIC_834.5975_5",834.5975,300,1,"PC(40:6)","NA","NA","NA","HILIC_513","(M+H)+","0.6290457","0.9996835","0","1","NA","0","0.9998417","msDatabase_hilic0.0.2"
"pHILIC_892.6501_5",892.6501,300,1,"3-O-Sulfogalactosylceramide","151122-71-3","HMDB00024","C06125","HILIC_435","(M+H)+","0.5881364","0.9997233","0","1","NA","0","0.9998617","msDatabase_hilic0.0.2"
"pHILIC_810.5973_5",810.5973,300,1,"PC(38:4)","NA","NA","NA","HILIC_510","(M+H)+","0.6476706","0.9996645","0","1","NA","0","0.9998322","msDatabase_hilic0.0.2"
"pHILIC_806.5663_5",806.5663,300,1,"PC(38:6)","NA","NA","NA","HILIC_512","(M+H)+","0.2169691","0.9999623","12","0.9231163","NA","0","0.9615393","msDatabase_hilic0.0.2"
"pHILIC_782.5665_5.1",782.5665,306,1,"PC(36:4)","NA","NA","NA","HILIC_506","(M+H)+","0.6708695","0.99964","0","1","NA","0","0.99982","msDatabase_hilic0.0.2"
"pHILIC_778.5358_5.1",778.5358,306,1,"PC(36:6)","NA","NA","NA","HILIC_507","(M+H)+","0.6743428","0.9996363","0","1","NA","0","0.9998181","msDatabase_hilic0.0.2"
"pHILIC_742.5724_5.1",742.5724,306,1,"PC(P-34:2)","NA","NA","NA","HILIC_515","(M+H)+","0.7070018","0.9996002","0","1","NA","0","0.9998001","msDatabase_hilic0.0.2"
"pHILIC_754.5367_5.1",754.5367,306,1,"PC(34:4)","NA","NA","NA","HILIC_500","(M+H)+","0.6957912","0.9996128","0","1","NA","0","0.9998064","msDatabase_hilic0.0.2"
"pHILIC_786.5972_5.1",786.5972,306,1,"PC(36:2)","NA","NA","NA","HILIC_505","(M+H)+","0.6674318","0.9996437","0","1","NA","0","0.9998218","msDatabase_hilic0.0.2"
"pHILIC_772.5828_5.1",772.5828,306,1,"PC(35:2)","NA","NA","NA","HILIC_501","(M+H)+","0.6795388","0.9996306","0","1","NA","0","0.9998153","msDatabase_hilic0.0.2"
"pHILIC_758.5668_5.1",758.5668,306,1,"PC(34:2)","NA","NA","NA","HILIC_499","(M+H)+","0.6920946","0.9996169","0","1","NA","0","0.9998084","msDatabase_hilic0.0.2"
"pHILIC_746.5694_5.1",746.5694,306,1,"PC(33:1)","NA","NA","NA","HILIC_496","(M+H)+","0.7032166","0.9996045","0","1","NA","0","0.9998022","msDatabase_hilic0.0.2"
"pHILIC_732.5525_5.1",732.5525,306,1,"PC(32:1)","NA","NA","NA","HILIC_495","(M+H)+","0.7166722","0.9995892","0","1","NA","0","0.9997946","msDatabase_hilic0.0.2"
"pHILIC_247.1437_5.3",247.1437,318,1,"Tryptophan betaine","NA","HMDB61115","C09213","HILIC_481","(M+H)+","1.3125","0.9986228","0","1","NA","0","0.9993114","msDatabase_hilic0.0.2"
"pHILIC_583.2539_5.3",583.2539,318,1,"Biliverdin","NA","HMDB01008","C00500","HILIC_484","(M+H)+","0.9001226","0.999352","0","1","NA","0","0.999676","msDatabase_hilic0.0.2"
"pHILIC_428.3736_5.5",428.3736,330,1,"C18:0 AC","1976-27-8","HMDB00848","NA","HILIC_457","(M+H)+","1.225566","0.9987991","0","1","NA","0","0.9993996","msDatabase_hilic0.0.2"
"pHILIC_400.3413_5.6",400.3413,336,1,"C16:0 AC","2364-67-2","HMDB00222","C02990","HILIC_456","(M+H)+","1.311381","0.9986252","5.064568","0.9858511","NA","0","0.9922382","msDatabase_hilic0.0.2"
"pHILIC_813.6806_5.6",813.6806,336,1,"SM(d18:1/24:1)","NA","HMDB12107","C00550","HILIC_537","(M+H)+","0.6452163","0.999667","5.064568","0.9858511","NA","0","0.9927591","msDatabase_hilic0.0.2"
"pHILIC_785.6497_5.6",785.6497,336,1,"SM(d18:1/22:1)","NA","HMDB12104","C00550","HILIC_536","(M+H)+","0.6682367","0.9996428","5.064568","0.9858511","NA","0","0.992747","msDatabase_hilic0.0.2"
"pHILIC_372.31_5.6",372.31,336,1,"C14:0 AC","25597-07-3","HMDB05066","NA","HILIC_455","(M+H)+","1.3125","0.9986228","5.064568","0.9858511","NA","0","0.992237","msDatabase_hilic0.0.2"
"pHILIC_731.6033_5.7",731.6033,342,1,"SM(d18:1/18:0)","NA","HMDB12088","C00550","HILIC_535","(M+H)+","0.717602","0.9995881","4.85061","0.9870137","NA","0","0.9933009","msDatabase_hilic0.0.2"
"pHILIC_703.5724_5.7",703.5724,342,1,"SM(d18:1/16:0)","NA","HMDB13464","C00550","HILIC_534","(M+H)+","0.7461919","0.9995547","4.85061","0.9870137","NA","0","0.9932842","msDatabase_hilic0.0.2"
"pHILIC_542.3221_6",542.3221,360,1,"LysoPC(20:5)","NA","HMDB10397","C04230","HILIC_465","(M+H)+","0.9680594","0.9992506","4.483232","0.9888958","NA","0","0.9940732","msDatabase_hilic0.0.2"
"pHILIC_360.2736_6.1",360.2736,366,1,"C18:0,OH AC","NA","HMDB13164","NA","HILIC_458","(M+H)+","1.3125","0.9986228","4.44577","0.9890796","NA","0","0.9938512","msDatabase_hilic0.0.2"
"pHILIC_166.0861_6.2",166.0861,372,1,"L-Phenylalanine","63-91-2","HMDB00159","C00079","HILIC_443","(M+H)+","1.3125","0.9986228","4.447644","0.9890704","NA","0","0.9938466","msDatabase_hilic0.0.2"
"pHILIC_158.1174_6.2",158.1174,372,1,"Homostachydrine","NA","HMDB33433","C08283","HILIC_494","(M+H)+","1.3125","0.9986228","4.447644","0.9890704","NA","0","0.9938466","msDatabase_hilic0.0.2"
"pHILIC_104.1069_6.6",104.1069,396,1,"Choline","NA","HMDB00097","C00114","HILIC_463","(M+H)+","1.3125","0.9986228","4.812167","0.9872174","NA","0","0.9929201","msDatabase_hilic0.0.2"
"pHILIC_130.0863_6.6",130.0863,396,1,"N-methylproline","NA","NA","NA","HILIC_478","(M+H)+","1.3125","0.9986228","4.812167","0.9872174","NA","0","0.9929201","msDatabase_hilic0.0.2"
"pHILIC_144.1018_6.7",144.1018,402,1,"Proline betaine","471-87-4","HMDB04827","C10172","HILIC_469","(M+H)+","1.3125","0.9986228","4.983777","0.9862959","NA","0","0.9924593","msDatabase_hilic0.0.2"
"pHILIC_282.119_6.7",282.119,402,1,"N1-methyladenosine","NA","HMDB03331","C02494","HILIC_486","(M+H)+","1.3125","0.9986228","4.983777","0.9862959","NA","0","0.9924593","msDatabase_hilic0.0.2"
"pHILIC_205.0969_6.7",205.0969,402,1,"D-Tryptophan","NA","NA","NA","HILIC_325","(M+H)+","0.7","0.9996081","4.918614","0.9866495","NA","0","0.9931288","msDatabase_hilic0.0.2"
"pHILIC_200.128_6.8",200.128,408,1,"C3:0 AC","17298-37-2","HMDB00824","C03017","HILIC_459","(M+H-H2O)+","1.8125","0.9973753","23.43751","0.7369937","NA","0","0.8671845","msDatabase_hilic0.0.2"
"pHILIC_150.0581_7",150.0581,420,1,"L-Methionine","63-68-3","HMDB00696","C00073","HILIC_442","(M+H)+","1.3125","0.9986228","5.664949","0.9823293","NA","0","0.9904761","msDatabase_hilic0.0.2"
"pHILIC_216.1227_7",216.1227,420,1,"C3:1 AC","NA","HMDB13124","NA","HILIC_460","(M+H)+","1.3125","0.9986228","5.664949","0.9823293","NA","0","0.9904761","msDatabase_hilic0.0.2"
"pHILIC_118.0861_7",118.0861,420,1,"Betaine","NA","NA","NA","HILIC_312","(M+H)+","0.45","0.999838","11.26577","0.9319187","NA","0","0.9658783","msDatabase_hilic0.0.2"
"pHILIC_218.1384_7.3",218.1384,438,1,"C3:0 AC","17298-37-2","HMDB00824","C03017","HILIC_459","(M+H)+","1.3125","0.9986228","6.562495","0.9763582","NA","0","0.9874905","msDatabase_hilic0.0.2"
"pHILIC_294.1541_7.3",294.1541,438,1,"N-(1-Deoxy-1-fructosyl)leucine","34393-18-5|87304-79-8","HMDB37840|HMDB39780","NA","HILIC_682","(M+H)+","1.8125","0.9973753","12","0.9231163","NA","0","0.9602458","msDatabase_hilic0.0.2"
"pHILIC_179.0484_7.4",179.0484,444,1,"Cys-Gly or Gly-Cys","NA","NA","NA","HILIC_488","(M+H)+","1.3125","0.9986228","6.902727","0.9738764","NA","0","0.9862496","msDatabase_hilic0.0.2"
"pHILIC_180.0865_7.4",180.0865,444,1,"Hexosamine","NA","NA","NA","HILIC_453","(M+H)+","1.3125","0.9986228","6.902727","0.9738764","NA","0","0.9862496","msDatabase_hilic0.0.2"
"pHILIC_212.1026_7.4",212.1026,444,1,"N-acetyl-1-methylhistidine","NA","NA","NA","HILIC_477","(M+H)+","1.3125","0.9986228","6.902727","0.9738764","NA","0","0.9862496","msDatabase_hilic0.0.2"
"pHILIC_160.0967_7.5",160.0967,450,1,"Betonicine","NA","HMDB29412","C08269","HILIC_493","(M+H)+","1.3125","0.9986228","7.261089","0.971134","NA","0","0.9848784","msDatabase_hilic0.0.2"
"pHILIC_146.0811_7.5",146.0811,450,1,"Isobutyrylglycine","NA","HMDB00730","NA","HILIC_475","(M+H)+","1.3125","0.9986228","7.261089","0.971134","NA","0","0.9848784","msDatabase_hilic0.0.2"
"pHILIC_178.0532_7.5",178.0532,450,1,"Alliin","NA","HMDB33592","C08265","HILIC_492","(M+H)+","1.3125","0.9986228","7.261089","0.971134","NA","0","0.9848784","msDatabase_hilic0.0.2"
"pHILIC_130.0862_7.6",130.0862,456,1,"Pipecolic acid","535-75-1","HMDB00070","C00408","HILIC_450","(M+H)+","1.3125","0.9986228","7.6362","0.9681238","NA","0","0.9833733","msDatabase_hilic0.0.2"
"pHILIC_139.0501_7.6",139.0501,456,1,"Urocanic acid","NA","NA","NA","HILIC_104","(M+H)+","0.32","0.9999181","0.7006835","0.9997273","NA","0","0.9998227","msDatabase_hilic0.0.2"
"pHILIC_182.081_7.7",182.081,462,1,"L-Tyrosine","NA","NA","NA","HILIC_432","(M+H)+","0.475","0.9998195","9.108135","0.9549581","NA","0","0.9773888","msDatabase_hilic0.0.2"
"pHILIC_186.1123_7.8",186.1123,468,1,"C9h15no3","NA","NA","NA","HILIC_722","(M+H)+","1.5625","0.9980488","6","0.9801987","NA","0","0.9891237","msDatabase_hilic0.0.2"
"pHILIC_188.128_8",188.128,480,1,"C9h17no3","NA","NA","NA","HILIC_723","(M+H)+","1.5625","0.9980488","6","0.9801987","NA","0","0.9891237","msDatabase_hilic0.0.2"
"pHILIC_280.1384_8",280.1384,480,1,"N-(1-Deoxy-1-fructosyl)valine","NA","HMDB37844","NA","HILIC_476","(M+H)+","1.3125","0.9986228","9.277699","0.9533055","NA","0","0.9759642","msDatabase_hilic0.0.2"
"pHILIC_104.0705_8.1",104.0705,486,1,"2-Aminobutyrate","NA","HMDB00650","C02261","HILIC_471","(M+H)+","1.3125","0.9986228","9.717042","0.948896","NA","0","0.9737594","msDatabase_hilic0.0.2"
"pHILIC_157.0607_8.3",157.0607,498,1,"N?-Acetyl-L-asparagine","NA","NA","NA","HILIC_111","(M+H-H2O)+","0.145","0.9999832","7.987799","0.9651737","NA","0","0.9825784","msDatabase_hilic0.0.2"
"pHILIC_189.1233_8.4",189.1233,504,1,"N-epsilon-acetyl-L-lysine","NA","NA","NA","HILIC_57","(M+H)+","0.25","0.99995","5.651588","0.9824118","NA","0","0.9911809","msDatabase_hilic0.0.2"
"pHILIC_143.0815_8.5",143.0815,510,1,"Ectoine","NA","NA","NA","HILIC_80","(M+H)+","7.105427e-11","1","6.330095","0.9779848","NA","0","0.9889924","msDatabase_hilic0.0.2"
"pHILIC_170.0923_8.5",170.0923,510,1,"1-Methylhistidine","NA","HMDB00001","C01152","HILIC_470","(M+H)+","1.3125","0.9986228","11.55518","0.9285055","NA","0","0.9635642","msDatabase_hilic0.0.2"
"pHILIC_203.1388_8.9",203.1388,534,1,"Ala-Leu or Leu-Ala","NA","NA","NA","HILIC_487","(M+H)+","1.3125","0.9986228","13.47187","0.904088","NA","0","0.9513554","msDatabase_hilic0.0.2"
"pHILIC_132.0766_9",132.0766,540,1,"Creatine","NA","NA","NA","HILIC_416","(M+H)+","0.45","0.999838","4.029066","0.991022","NA","0","0.99543","msDatabase_hilic0.0.2"
"pHILIC_147.0763_9.7",147.0763,582,1,"L-Glutamine","NA","NA","NA","HILIC_46","(M+H)+","0.25","0.99995","12.97966","0.9106511","NA","0","0.9553006","msDatabase_hilic0.0.2"
"pHILIC_229.1181_10.5",229.1181,630,1,"pro-hydroxy-pro","NA","HMDB06695","NA","HILIC_479","(M+H)+","1.3125","0.9986228","1.554442","0.9986585","NA","0","0.9986407","msDatabase_hilic0.0.2"
"pHILIC_290.1593_10.7",290.1593,642,1,"C6:0,DC AC","NA","HMDB61677","NA","HILIC_462","(M+H)+","1.0625","0.9990973","4.820192","0.987175","NA","0","0.9931362","msDatabase_hilic0.0.2"
"pHILIC_263.0868_10.8",263.0868,648,1,"Asp-Glu or Glu-Asp","NA","NA","NA","HILIC_617","(M+H)+","2.0625","0.9966027","27.6689","0.6535636","NA","0","0.8250831","msDatabase_hilic0.0.2"
"pHILIC_258.1097_10.8",258.1097,648,1,"Glycerophosphocholine","28319-77-9","HMDB00086","C00670","HILIC_464","(M+H)+","1.3125","0.9986228","22.06173","0.7630742","NA","0","0.8808485","msDatabase_hilic0.0.2"
"pHILIC_229.1181_10.9",229.1181,654,1,"pro-hydroxy-pro","NA","HMDB06695","NA","HILIC_479","(M+H)+","1.3125","0.9986228","22.44556","0.7558664","NA","0","0.8772446","msDatabase_hilic0.0.2"
"pHILIC_290.1594_11",290.1594,660,1,"C6:0,DC AC","NA","HMDB61677","NA","HILIC_462","(M+H)+","1.3125","0.9986228","22.82019","0.7487787","NA","0","0.8737008","msDatabase_hilic0.0.2"
"pHILIC_146.1175_11",146.1175,660,1,"Acetylcholine","NA","HMDB0000895","NA","HILIC_454","(M+H)+","1.3125","0.9986228","22.82019","0.7487787","NA","0","0.8737008","msDatabase_hilic0.0.2"
"pHILIC_276.1548_13.2",276.1548,792,1,"gamma-glutamyl-epsilon-lysine","17105-15-6","HMDB03869","NA","HILIC_586","(M+H)+","2.5625","0.9947606","23.02052","0.7449685","NA","0","0.8698646","msDatabase_hilic0.0.2"
"pHILIC_203.1501_13.6",203.1501,816,1,"Symmetric dimethylarginine","NA","HMDB01539","C03626","HILIC_451","(M+H)+","1.3125","0.9986228","29.59326","0.6147536","NA","0","0.8066882","msDatabase_hilic0.0.2"
"pHILIC_189.1345_14.4",189.1345,864,1,"Homoarginine","NA","HMDB00670","C01924","HILIC_667","(M+H)+","1.5625","0.9980488","24","0.726149","NA","0","0.8620989","msDatabase_hilic0.0.2"
"pHILIC_175.1188_15.1",175.1188,906,1,"L-Arginine","NA","NA","NA","HILIC_409","(M+H)+","0.45","0.999838","1.370037","0.9989578","NA","0","0.9993979","msDatabase_hilic0.0.2"
