"from","to","Correlation","p_value","fdr","from_name","to_name","from_number","to_number"
"NM2680","nRPLC_215.1653_8.4",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","""C12:0,OH FA(1)""",36,9
"NM2680","nRPLC_281.1394_9",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","C15H22O5",36,9
"NM2680","nRPLC_409.3322_11.2",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","MG(22:2)",36,9
"NM2680","nRPLC_489.3582_11",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","C30H50O5(1)",36,9
"NM2680","nRPLC_507.3686_10.6",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","C30H52O6",36,9
"NM2680","nRPLC_453.3221_10.1",1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","C26H46O6(1)",36,9
"NM2680","nRPLC_295.2278_9.9",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","""C18:2,OH FA""",36,9
"NM2680","nRPLC_315.2541_9.4",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","MG(15:0)(1)",36,9
"NM2680","nRPLC_239.1653_8.5",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","""C14:2,OH FA""",36,9
"NM2680","nRPLC_267.1238_8.3",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","C14H20O5",36,9
"NM2680","nRPLC_209.1184_8.2",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","C12H18O3(2)",36,9
"NM2680","nRPLC_213.1498_7.8",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","""C12:1, OH FA""",36,9
"NM2680","nRPLC_187.1339_7.1",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","""C10:0,OH FA(1)""",36,9
"NM2680","nRPLC_203.002_1.9",-1,0.0166666666666667,1.77815125038364,"Tetrachloroethylene","4-Methylcatechol sulfate",36,9
"NM3057","pHILIC_257.1127_2",1,0.0166666666666667,1.77815125038364,"Acephate","C11H16N2O5",15,8
"NM3057","pHILIC_360.2736_6.1",1,0.0166666666666667,1.77815125038364,"Acephate","""C18:0,OH AC""",15,8
"NM3057","nHILIC_194.0458_6.9",-1,0.0166666666666667,1.77815125038364,"Acephate","Hydroxyhippurate(2)",15,8
"NM3057","nHILIC_238.0929_7.3",-1,0.0166666666666667,1.77815125038364,"Acephate","ethyl glucuronide",15,8
"NM3057","nHILIC_280.0754_8.9",1,0.0166666666666667,1.77815125038364,"Acephate","Unknown_nHILIC_280.0754_8.9 related to nHILIC_275.0649_8.9",15,8
"NM3057","nHILIC_194.0458_4.6",-1,0.0166666666666667,1.77815125038364,"Acephate","Hydroxyhippurate(3)",15,8
"NM3057","nHILIC_204.9811_1.1",-1,0.0166666666666667,1.77815125038364,"Acephate","""1,2,3-benzenetriol sulfate""",15,8
"NM3057","pRPLC_269.1385_8",1,0.0166666666666667,1.77815125038364,"Acephate","C14H20O5(2)_pos",15,8
"NM3057","nRPLC_187.134_7.5",1,0.0166666666666667,1.77815125038364,"Acephate","""C10:0,OH FA(2)""",15,8
"NM3057","nRPLC_513.27_8.6",-1,0.0166666666666667,1.77815125038364,"Acephate","C26H42O10",15,8
"NM3057","nRPLC_165.0557_3.2",-1,0.0166666666666667,1.77815125038364,"Acephate","Dihydro-3-coumaric acid",15,8
"NM3057","nRPLC_159.1026_5.1",1,0.0166666666666667,1.77815125038364,"Acephate","""C8:0,OH FA(1)""",15,8
"NM3057","nRPLC_499.2911_8.7",-1,0.0166666666666667,1.77815125038364,"Acephate","C26H44O9",15,8
"NM3057","nRPLC_293.2122_9.9",1,0.0166666666666667,1.77815125038364,"Acephate","""C18:3,OH FA(1)""",15,8
"NM3057","nRPLC_467.2649_8.8",1,0.0166666666666667,1.77815125038364,"Acephate","""5alpha-Androstan-3alpha,17beta-diol 17-glucuronide(2)""",15,8
"NM3853","pHILIC_750.5399_3.1",1,0.0166666666666667,1.77815125038364,"Dinoseb","PE(P-38:5)(2)",37,14
"NM3853","pHILIC_221.0917_6.6",-1,0.0166666666666667,1.77815125038364,"Dinoseb","C11H12N2O3(2)",37,14
"NM3853","pHILIC_171.0763_7.5",1,0.0166666666666667,1.77815125038364,"Dinoseb","C7H10N2O3",37,14
"NM3853","pHILIC_147.0763_9.7",1,0.0166666666666667,1.77815125038364,"Dinoseb","L-Glutamine",37,14
"NM3853","pHILIC_249.1077_10.8",1,0.0166666666666667,1.77815125038364,"Dinoseb","gamma-glutamylthreonine(2)",37,14
"NM3853","pHILIC_203.1501_13.6",1,0.0166666666666667,1.77815125038364,"Dinoseb","Symmetric dimethylarginine",37,14
"NM3853","pHILIC_175.1188_15.1",1,0.0166666666666667,1.77815125038364,"Dinoseb","L-Arginine",37,14
"NM3853","pHILIC_309.1649_15.6",-1,0.0166666666666667,1.77815125038364,"Dinoseb","Fructoselysine",37,14
"NM3853","nHILIC_243.0509_8.1",-1,0.0166666666666667,1.77815125038364,"Dinoseb","C10H12O7",37,14
"NM3853","nHILIC_135.0299_7.9",1,0.0166666666666667,1.77815125038364,"Dinoseb","Threonic acid",37,14
"NM3853","nHILIC_165.0405_8.5",1,0.0166666666666667,1.77815125038364,"Dinoseb","Arabonate | Xylonate(1)",37,14
"NM3853","nHILIC_296.0378_11",1,0.0166666666666667,1.77815125038364,"Dinoseb","L-Cysteinylglycine disulfide",37,14
"NM3853","nHILIC_146.0276_5.1",1,0.0166666666666667,1.77815125038364,"Dinoseb","C8H5NO2",37,14
"NM3853","nHILIC_133.0506_2.3",1,0.0166666666666667,1.77815125038364,"Dinoseb","""2,3-Dihydroxyvaleric acid(2)""",37,14
"NM3853","nHILIC_179.0348_2.2",1,0.0166666666666667,1.77815125038364,"Dinoseb","4-Hydroxyphenylpyruvic acid",37,14
"NM3853","pRPLC_260.1858_3.3",1,0.0166666666666667,1.77815125038364,"Dinoseb","C6:0 AC",37,14
"NM3853","pRPLC_413.207_4.8",1,0.0166666666666667,1.77815125038364,"Dinoseb","C23H28N2O5",37,14
"NM3853","pRPLC_316.2484_6.6",1,0.0166666666666667,1.77815125038364,"Dinoseb","C10:0 AC",37,14
"NM3853","pRPLC_227.0914_6.8",1,0.0166666666666667,1.77815125038364,"Dinoseb","C11H14O5",37,14
"NM3853","pRPLC_464.1915_7",-1,0.0166666666666667,1.77815125038364,"Dinoseb","C23H29NO9",37,14
"NM3853","pRPLC_342.2639_7.2",1,0.0166666666666667,1.77815125038364,"Dinoseb","C12:1 AC",37,14
"NM3853","pRPLC_239.1642_8.9",1,0.0166666666666667,1.77815125038364,"Dinoseb","C14H22O3",37,14
"NM3853","nRPLC_171.1027_5.6",-1,0.0166666666666667,1.77815125038364,"Dinoseb","""C9:1,OH FA""",37,14
"NM3853","nRPLC_333.2073_7.6",-1,0.0166666666666667,1.77815125038364,"Dinoseb","""C20:4,DC FA""",37,14
"NM3853","nRPLC_131.0714_1.6",1,0.0166666666666667,1.77815125038364,"Dinoseb","(S)-(-)-2-Hydroxyisocaproic acid ",37,14
"NM3853","nRPLC_169.1233_8.2",1,0.0166666666666667,1.77815125038364,"Dinoseb","C10:1 FA(2)",37,14
"NM3853","nRPLC_243.1964_9.6",1,0.0166666666666667,1.77815125038364,"Dinoseb","""C14:0,OH FA(2)""",37,14
"NM3853","nRPLC_319.2278_9.8",1,0.0166666666666667,1.77815125038364,"Dinoseb","""C20:4,OH FA(2)""",37,14
"NM3853","nRPLC_445.3324_11.4",1,0.0166666666666667,1.77815125038364,"Dinoseb","C28H46O4(2)",37,14
"NM3853","nRPLC_199.1704_9.5",-1,0.0166666666666667,1.77815125038364,"Dinoseb","C12:0 FA(1)",37,14
"NM3853","nRPLC_448.3069_9.4",-1,0.0166666666666667,1.77815125038364,"Dinoseb","Chenodeoxycholic acid glycine conjugate(1)",37,14
"NM3853","nRPLC_223.1704_9.4",1,0.0166666666666667,1.77815125038364,"Dinoseb","C14:2 FA",37,14
"NM3853","nRPLC_243.1965_9.3",1,0.0166666666666667,1.77815125038364,"Dinoseb","""C14:0,OH FA(1)""",37,14
"NM3853","nRPLC_241.181_9",1,0.0166666666666667,1.77815125038364,"Dinoseb","""C14:1,OH FA(1)""",37,14
"NM3853","nRPLC_197.1547_9",1,0.0166666666666667,1.77815125038364,"Dinoseb","C12:1 FA(2)",37,14
"NM3853","nRPLC_514.2853_8.8",-1,0.0166666666666667,1.77815125038364,"Dinoseb","Taurocholic acid(2)",37,14
"NM3853","nRPLC_187.0976_5.4",-1,0.0166666666666667,1.77815125038364,"Dinoseb","""C9:0,DC FA (Azelaic acid)""",37,14
"NM4280","pHILIC_189.1596_18.3",-1,0.0166666666666667,1.77815125038364,"Captan","""N6,N6,N6-Trimethyl-L-lysine""",7,11
"NM4280","nHILIC_212.0022_3",-1,0.0166666666666667,1.77815125038364,"Captan","3-indoxyl sulfate",7,11
"NM4280","pRPLC_431.3153_10.3",1,0.0166666666666667,1.77815125038364,"Captan","C27H42O4",7,11
"NM4280","pRPLC_457.2832_11",1,0.0166666666666667,1.77815125038364,"Captan","C24H40O8",7,11
"NM4280","nRPLC_323.2592_10.4",1,0.0166666666666667,1.77815125038364,"Captan","""C20:2,OH FA""",7,11
"NM4280","nRPLC_539.2489_8.8",1,0.0166666666666667,1.77815125038364,"Captan","Tetrahydroaldosterone-3-glucuronide(2)",7,11
"NM4280","nRPLC_183.1025_5.1",1,0.0166666666666667,1.77815125038364,"Captan","C10H16O3(3)",7,11
"NM4303","pHILIC_114.0661_2.5",0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","Creatine",35,5
"NM4303","pHILIC_298.1139_4.7",0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","1-Methylguanosine",35,5
"NM4303","pHILIC_158.1174_6.2",0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","Homostachydrine",35,4
"NM4303","pHILIC_205.0969_6.7",0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","L-Tryptophan",35,5
"NM4303","pHILIC_150.0581_7",0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","L-Methionine",35,5
"NM4303","pHILIC_221.0918_7.5",-0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","C11H12N2O3(1)",35,5
"NM4303","pHILIC_130.0862_7.6",-0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","Pipecolic acid",35,5
"NM4303","pHILIC_182.081_7.7",0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","L-Tyrosine",35,4
"NM4303","pHILIC_188.128_8",0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","C9H17NO3",35,5
"NM4303","pHILIC_269.1239_8.3",0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","Acetylcarnosine",35,5
"NM4303","pHILIC_245.1856_12.4",0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","C12H24N2O3",35,5
"NM4303","nHILIC_188.9862_0.9",-0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","Catechol sulfate",35,5
"NM4303","nHILIC_176.0387_4.9",0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","N-formylmethionine",35,5
"NM4303","nHILIC_157.0366_6.1",-0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","Allantoate",35,4
"NM4303","nHILIC_177.0339_6.7",0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","Cys-Gly",35,4
"NM4303","nHILIC_74.0246_9.6",0.974679434480896,0.00481823046819854,2.31711243043294,"Fenazaquin","Glycine",35,5
