,xinexpo22_I12,xinexpo51_I6,xinexpo56_I5,xinexpo44_I15,xinexpo28_I15,xinexpo74_I6,xinexpo56_I12,xinexpo70_I6,xinexpo62_I6,xinexpo75_I12
Kineococcus,272.159891434801,9.76996173507372,13.9223181582652,37.7475380511941,108.988973174976,0,10.2627400248277,0,47.2510588535344,0
Mobilicoccus,0,0,0,0,0,0,0,0,0,0
Meleagris,1.07337959439713,0,955.345773178427,0.277466891047605,1.23535710565071,11.5536993480704,26.570769126629,0.709403640601052,0,0
Mesorhizobium,684.791647028623,0,0,45.1323455050621,87.631377747553,274.493008346799,97.7363804187749,12.4308711543599,0,642.152953025033
Amycolatopsis,7.99727730152046,26.2724564924437,0,0,0,0,236.387729131444,0,0,0
Salmonella,18.5476721133611,20.6318664178318,0.874392183985084,9.42402478638691,486.090760873017,0,615.947107350302,0,2777.93208379735,11.2753756416611
Musa,0,0,0,0,3.63633796489275,0,0,0,0,7.5735231168603
Parvimonas,28.8915870700313,35.3991309590306,0,400.795221380273,0,205.444393175688,45.384062786582,0,0,0
Leptolyngbya,63.9643475616301,29.191804244884,24.4042881763504,52.0091029664221,53.8191491102252,0,700.584609266225,0,0,0
Salinicoccus,6.21798597415457,35.2883316640919,0,13.6231053154912,363.123500795766,0,109.698676278862,0,0,0
Melampsora,395.40722410197,8.82750093600055,813.839951682978,0,8.78239030980641,98.0406006849388,3.77491892009004,0,0,0.161180450377818
Singulisphaera,388.745954173475,0,0,91.0911679519711,36.7166701170721,161.674905588698,1.6882590037708,0.19146049585718,0,0
Azospirillum,43.0954391975141,0,3.19437439820935,19.645392909876,3.16247084354491,45.4138845409988,0,847.633138404689,181.816004602844,0
Solirubrobacter,1472.78713852478,4.71575249743518,23.9648764801152,813.230331479924,23.9254429331304,16.3443974234537,58.7012195605106,83.3679102525574,0,234.18365577329
Xanthomonas,105.562022423944,61.8712961804994,0,40.4910080289461,0,0.931072016823586,0,0,1.12113115195625,73.3212247395169
Rubrobacter,46.4067024196026,82.5509663252576,0,68.0451833324271,10.3184702340253,0,0.718242791398032,100.075824015712,113.597001139898,0
Tarenaya,149.597074578297,789.098815939678,1281.78448391881,551.279607114135,527.665687508226,56.3366492723614,154.150621229547,0,0,0
Postia,13.1501762183383,36.148552793226,0.266789016721968,0.102654336964897,9.64287686589766,83.8944824525956,37.0003430575734,0,0,0
Ochroconis,142.964039826034,2.26146379329662,13.6697667866252,0,6.44485805358527,132.250349801371,0,0,30.3090225825242,0
Saccharina,309.307334628441,14.9629186395568,0,142.881061881778,0.237953960472334,14.1619801875755,45.9526234048801,53.5126315552891,1464.29845101662,0
Oropetium,9.85977733519534,743.67372180923,803.728473305652,566.589837969021,1107.71700948613,797.390873669185,54.5572797715075,288.316362172583,268.555972316891,0
Brevundimonas,115.670806179235,0,114.573459090684,4.59968368686415,0,8.13657196366172,83.3806142723291,94.2132746408424,0,0
Ustilago,62.1421581015023,24.5927161999376,0,6.16682704771442,0,0,0,0,0,0
Eubacterium,6.9281728111558,0,0,32.2886071133373,50.418045513783,374.00451952768,0.261613353222831,10.1032793927834,0,0
Schizopora,110.042070875485,188.732539094034,77.6825001867046,529.757757699774,917.762115208585,102.122068642593,344.062502801991,0.396457493670231,0,12.3133722977483
Pseudoperonospora,141.946008194145,14.7591584598875,2.35948015228729,159.166404848596,3.53292811975299,0,30.5263509303993,0,0,0.700840676391653
Pediculus,0.0972151779361999,0,90.3249991309905,12.0407111405523,17.1524904555095,0,30.5975952786701,0,0,0
Williamsia,198.017681488545,0,14.3390293078191,0.759784945942212,2.64726977428861,5.28247749366292,18.287012896769,0,0,0
Morus,0,0,0,0,0,0,0,0,0,0
Peptostreptococcus,0,4.11316861255493,35.1443227035616,0,58.0116827470971,0,0,0,0,0
Ruminiclostridium,27.1502720079703,0.46849689628107,0,12.1486044914841,6.16488681139494,0,0,0,0.472500591888115,0
Candidatus Solibacter,104.537377193064,11.4973015241085,51.0307649686724,0,7.57883825556686,3.59687238684389,0,62.152214956303,390.329503843433,7681.52608384142
Bergeyella,13.5361884593711,107.304110414429,0,198.786527821937,76.0176748540169,707.983980342551,386.301366121244,0,0,446.364421881524
Felis,0,2.59688476601504,0.31662823687563,1.00492940972965,0.551771223759972,18.763627130098,4.38042862262945,555.038734964506,0,0
Novosphingobium,75.1671109686549,91.9302098490389,0,28.6526497057634,23.9589489967205,0,2.62185160518675,0,1.95459831450068,0
Acidovorax,120.534918700658,33.8245074628166,0,15.8944916250923,111.711602651646,0,42.4172556569189,103.250146598571,110.783173512538,0
Sulfurihydrogenibium,0,0,0,0,0,0,0,0,0,0
Cryptococcus,68.4027801044204,4.22861837725721,80.4741354980987,488.235868172365,48.1543242627429,8.51436944178666,49.7603712514721,17.6242955108822,3.65411940823219,0
Frankia,474.135261949506,0,360.625357941773,1.24028415925991,0,3088.46375720987,313.862643594983,11.2320827427607,0,0
Snodgrassella,28.7723313191683,47.92517520706,0,0,1.0373729427896,9.06107808509967,0,0,0,0
Heterobasidion,2.73938131948209,34.3007005010041,0,2.86069113985102,8.52725489658085,111.607647583632,18.0919982607931,0,8.07816990068142,0
Gemmata,811.133254041716,161.039200884739,1.0818094148334,148.354349121846,253.089838065144,13.4553610505314,76.668269356267,0,5.62424591633572,0
Pseudogymnoascus,99.1361333443725,84.052471875493,0,5.46349816313804,0.710121243257459,535.464274048881,78.0925222283417,0.974641625728849,45.6781381447365,0
Actinomycetospora,134.163131613323,0.753682963811787,0,36.6886606230584,0,0,0,0,0,0
Diplonema,5.42613768825903,1.30462388195927,0,0,0,0,0,0,0,0
Klebsormidium,74.4558934087495,3.45710952078044,274.073590197475,0,8.36055835643594,0,0.408640350188014,0,0,0
Mycoplasma,5.25206231775325,76.3108170943168,0,0,0,0,5.07872895246933,0,2.05001497457242,0
Entamoeba,0.28516476908775,1.17093500388943,0,62.9486095986293,129.078562428155,0,4.41632277229331,0,0,0
Thermus,0,0,0,0,0,0,0,0,0,0
Sphingobium,545.826365596029,0,113.059491104608,199.950569496456,23.6679259293632,71.4403764124792,65.3613305657025,44.8540664901512,1.09042311671626,0
Providencia,0.987701477231165,0,0.535194445231356,4.83503996142803,39.1482659808474,30.091653807147,0.374473367096522,0,0,0
Modestobacter,21.6494726457846,7.06208176849606,51.205402634992,101.50623289311,0,0,807.629140084491,3610.57800944858,0,0
Parabacteroides,24.8123215041002,0,0,24.1940847763198,0,0,8.63922096745308,0,11.0100073214856,0
Fimbriimonas,102.353811491961,42.0147898296108,0,0.371924149600761,0.688693289722926,78.1449456839091,140.334688188997,0,0,0
Paramecium,81.6256752565995,19.5976487879794,0.835569365104852,31.3733615159169,0,0.605759588453756,220.258366037741,0,0,0.351077188070612
Nesterenkonia,7.15073110888177,0,0,6.38033509898722,12.7878257548964,844.835357761099,0,0,147.962400809983,0
Varibaculum,0,0,0.73602595938097,38.4788740414353,3.26503415418061,0,0,0,0,0
Comamonas,62.8949795932982,3.49053316320631,0,15.9290922477095,0,50.6650835031789,272.325277818518,0,0,0
Lentinula,1.17046434898969,11.7912019080604,12.0433586248877,1.62017629080558,0,0,0,0,0,0
Dyadobacter,126.48471133729,28.7786015894482,13.8551494148238,49.0610159971481,208.139488989327,2.13191073445251,334.217174379686,4509.25190621605,0,0
Macrococcus,110.376234354509,0,0,0,208.073658489604,2.66794113096261,112.271347445009,0,0,1.81209731058315
Pleurocapsa,54.9320480777497,3.87173226918606,0,0,0,0,0,0,0,0
Atopobium,13.1054595989363,0.85172283147624,0.480385933600015,4.99072939070932,5.26477740587035,0,24.1383485999843,0,1.16348947090161,28.2458038076169
Subdoligranulum,23.4542970581999,0,0,0,15.9572687464238,0,0,242.322269044825,320.588642342429,0
Filifactor,0,0,0,0,0,0,0,0,133.260509494034,0
Rheinheimera,0,1.03178622878685,0,164.368803578041,0,0,0,0,0,52.0773470691285
Brassica,12.6123867340733,54.2119012634215,23.2404013644935,29.4686521932626,0,12.5343621607855,116.690588615287,2.34558212830101,0,0
Sutterella,0,0,0,0,0,26.1459706082596,4.56653653362408,0,0,0
Turicella,0,0.574433530873194,0.934036752613547,0,0,53.4882020168159,0,0,0,0
Humulus,470.991476481042,56.7389010528821,2.00026739198265,0.741121971580291,242.166015429593,221.351933203906,954.617025959713,0,0,0
Pediococcus,0,4.27682070083112,0.408648287236361,0,0,0,0,6.20322053825272,19.141944550373,1.83685969221614
Micromonospora,382.593548587342,52.0986982670796,102.054683447533,24.7929517493938,0,1.37982014130553,888.978265971556,918.789374816552,1.43326751405871,0
Dermatophagoides,0.882190586551927,0,0.489249908868566,6.17024287262063,0,0,59.2033137438015,0,0,0
Actinobacillus,23.0492330023553,10.1892380522464,0,322.165854094892,0,107.517926725523,0,0,0,207.948785739572
Cladosiphon,286.175413796548,19.7775140921343,548.893417908111,5.64603234933351,325.788723943036,3.5951947504641,5.59265222014806,0,0,0
Aggregatibacter,7.51418454445932,7.31567483362339,1.35384089536236,3.42017002285928,366.497730774228,0,4.65187690979647,0,0,0
Faecalibacterium,0,7.24275785699985,19.6825151572865,3.1087947606446,0,52.1466826216714,0.36091480309146,0,2138.27279505344,0
Potexvirus,0.45328204039498,0,0.705266352091976,0,0,0.137476448181288,1.00444596533993,0,0,0
Phialocephala,1.43424259320244,273.67359472427,0,503.456836397358,276.260420261902,367.223814665529,33.9116331182075,0,0,0.182570622661009
Lentivirus,3.21197202908935,0,0.941971162813418,19.6558654294796,3.36419783871769,1.00232935808395,4.52213508461019,36.3765616746639,5.31810231870332,122.788353414513
Elizabethkingia,52.441669147191,29.5586204711837,100.586390412263,62.8536948982785,0,180.54121977229,438.647165752454,0.289668360079297,2.82947633464742,0
Eucalyptus,11.4831411001832,72.9175269093038,0,7.77995042226407,8.25375516149316,19.4636833776717,0,2682.57892929022,0,0
Pedosphaera,1346.65629454619,0,0.238851822984066,2.67609337832689,0,8.67763557448025,30.628171631782,0,0,0
Vibrio,62.8834404067649,52.0938376727353,32.149704096826,0,44.2225398368274,0,0,0,0,0
Diaporthe,322.805027358592,29.5239898580973,0,20.4131390320161,3.86136901571642,175.301775205079,12.5821650516589,2.99077754532104,0,0
Thelohanellus,236.055486066974,6.33411858807773,55.7859973194747,0,11.480517927875,907.215882044135,0,8.38589704529901,0,0
Caldilinea,581.098210711084,0,0,268.727538590231,0,165.524918669344,0,0,0,0
Tobamovirus,3.05293142922662,0,0,0,0,0,0,0,0,0
Legionella,269.040344072796,0,415.528627338155,15.6220318518563,552.000365614324,0,30.3561909853692,0,0,0
Metrosideros,995.406722628471,43.7016160236759,50.8284559193295,32.1902711935583,0,0,0,12352.4887422044,0,0
Sneathia,1.1328769427892,22.381687146908,0,100.857763109332,0,0,20.5507408660867,0,0,7.53044519122613
Plicaturopsis,0,0,21.9057734776796,0,195.883866125118,0,0,0.301720548546278,0,0
Bromovirus,0.313033419690464,0.641878700568732,1.7708178287636,0,0,0,371.498939613878,0,0,0
Gelatoporia,42.4232269537236,29.5596309083176,3.07804078808165,54.5684307579887,27.5702907724454,493.194395590098,162.245338920535,0,1148.00338483677,0
Zoysia,4.93889793031641,4.88163718469873,0,0,0,0,36.9926334263768,0,0,0
Lysobacter,54.7899874254663,0.974467326002988,118.840239958848,15.1927517572517,96.5646311025459,0,59.0347548379304,138.628630920548,0,0
Pontibacter,4.20395614125764,0,0,1.6169890843706,0,0.168604561835434,0,1115.64209785116,0,51.1731289645292
Methanosarcina,0,0,0,0,0,0,0,0,0,0
Sporocytophaga,22.9266131795318,42.4859218104722,319.31931019174,33.5527851350007,0,58.928605276207,249.595094531055,0,11.111777875291,0.542881688698342
Rhizobium,58.9247276830876,186.192576457098,2.114046629252,105.896739806245,39.6134663884187,56.8125588162716,492.131543971475,0,0,12.0381946783023
Kingella,0,0,0,54.424353958885,0,41.0672073382866,0,0,0,857.955419914018
Serratia,9.95388514002779,0,0,70.744486652488,0,0,0.684607795338178,0,6.08368688621251,0
Pasteurella,24.7017564431347,395.537142817882,0,462.362420209437,0,5.60259638715967,0,519.725938442551,0,0
Leucobacter,2.80937531018647,0,13.8621367425359,33.3825267865093,0,251.923159453392,20.2767641151062,386.868750098373,96.117045806209,0
Kribbella,268.367218580437,0,0,0,0,0,0,0,0,0
Caulobacter,131.50904347938,214.438067861991,25.0067871787556,1194.78689315139,65.5702794731049,39.8915440151146,0,25.0312545436385,0,0
Trichoderma,335.336019219649,10.7249877369557,0,92.0492100668123,819.211690201966,38.615785942787,0.180391765573599,423.976177359676,0.720870931363746,0
Amanita,57.3280622324177,274.499197818626,1183.38133519057,388.299721772878,139.042745062455,0,269.802455587971,0,0,781.791875489416
Oribacterium,0,0,0,763.285239683109,0,0,0,0,0,0
Selenomonas,2.58941195999836,3.82453594691772,1113.39291725609,2.77852556114213,2.16608758789702,0,91.7834797119844,0,138.076936896673,0
Renibacterium,0,0,21.1463742704833,0,0,10.8440320146313,24.5484537323765,105.772006703949,0,0
Aeromicrobium,300.554648949933,3.25476473493868,0,33.2316264635186,0,36.4167413876789,0,10.3823877674625,545.341072190517,0
Candidatus Babela,208.919360286593,1.51668594728923,0.165905783675298,3.68443795287356,0,0,75.6731242507819,0,0,0
Fomitiporia,1.28038088370276,1020.95208139105,128.917725770974,25.2755015183502,2.11624441190561,392.980537242267,58.5503460230646,0,0,0
Fomitopsis,0,50.9885360153433,0,0,0,0,0.0950452212814931,0,0,0
Herbaspirillum,126.081600896624,0,0,0,203.651844256528,9.65264989103208,255.777832631726,96.4528955625718,295.140285803231,0
Endocarpon,65.4593714511777,4.50834331220484,0,11.3095993530133,0,0,0,0,0,0
Frankliniella,58.5213499277114,0,47.3715937293349,15.8812818750152,12.3159959463145,5.8152990985613,333.073818995254,0,0,0
Citrus,0.966443042545175,0.649168893290239,12.9863976517189,1.18178423419387,0,0,0,0,0,0
Haemonchus,0,0,0,0,0,1.45641978735478,0,0,0,3.41597639048845
Rathayibacter,28.681858271119,65.5781505334146,0,26.4707191135193,0,0,4.75516780378141,0,0,0
Actinoplanes,165.403805852737,0,0,52.9141119236911,28.5403056604128,6.5571652312947,0,0,0,0
Sphingopyxis,62.1972389307676,0,31.1605897843681,32.4665978147001,0,15.0878654137622,1742.8766645689,0,0,0
Stemphylium,4644.94629552185,0,0,0,0,0,0,0,0,0
Blattella,21.9345035436446,0,0,23.1406810807569,27.4214575050684,0.237881722111843,0,4.57562579573053,0,7.45234908485329
Rickettsiella,12.8287200456353,0,372.689138438331,0,0,0,0,0,0,0
Terrimonas,139.938078225514,3.71698284786848,0,8.52607377570864,7.70504898114688,0,251.60438143409,0,0,0
Gemmatimonas,93.4276753395269,56.7779971475122,664.317755809045,211.500081856173,66.6010251069824,6.80298140994997,151.724976143123,0,0,0
Candida,1.37889237531156,0.520553893913365,67.0898327209196,0.152504157590446,3.56218229073063,197.623363714036,0,0,1.50479828647041,919.095145972304
Rhagoletis,2.53847096364508,19.5757813695831,193.942954307879,8.35787358526234,2.11012854454468,140.048338114149,33.4730820799819,60.3121928511489,0,0
Janthinobacterium,25.9694342461185,0,71.3920783026017,323.014411474849,11.1949356774186,23.8643741151417,2.42165215944668,70.5452069108132,1.19231204289146,0
Coprinopsis,21.6613974379679,43.3481644822865,215.184565694681,42.4731002883403,18.9664903448203,0.908793302324294,10.1724775423001,0,0,17.8805058291876
Pirellula,272.099627735848,16.2085957507529,0,13.6099034181992,55.959216163084,0,46.4411538264616,329.200885272625,15.3373440463529,0
Fluviicola,124.673930419998,0,76.9010670754059,21.7230856795113,31.1209017172156,0,0,0,0,0
Chondromyces,22.423302250699,2.00078073511565,0,181.457375669511,100.723319177562,121.502754276036,545.348449562229,0,0,0
Helicobacter,1.10708327029182,0,1.56152141140774,170.546338615101,0,87.2134998921439,137.37093740253,0,0,0
Hydrocarboniphaga,147.230869390429,0.611903195623575,58.9248880331355,0,0,9.96956893437052,0,0,11.6241654967099,0
Tilletia,58.3157686092736,34.1568875435544,0,564.208719277287,0,3.40202685649309,0,0,0,0
Spizellomyces,1906.0151863784,0,4.42113173769809,0,0,0,0,0,0,0
Thauera,256.851935903229,0,1.4626503306771,0,1318.18961429467,0,0,0,0,0
Gloeocapsa,0.999886584660957,0,21.870308643259,0.304322732907571,0,0,0,0,0,0
Rufibacter,5.47280149370264,0,0,2.44870408419331,1.80821994834037,4.74888664911988,0,0,0,0
Scedosporium,17.1192604235441,0,0,29.0502976670521,0,115.471243616985,0,0,0,0
Geobacillus,8.78743564463392,0,0,19.0843202984609,0,0,0,91.1485591573252,0,0
Erysiphe,190.689251295973,0,0,17.318232934545,0,0,15.7408016481358,0,0,0
Stomatobaculum,0,80.0002684571232,0,3.28224133984728,549.700931390876,0,0,4.45332299565926,0,0
Alistipes,4.93514017739848,2.65379834751666,0,14.6583030232561,0,0,0,0,0,0
Orchesella,25.3944465388068,101.917923196803,0,34.3640182278378,7.35228073821583,235.154120109601,21.6124786270459,0,0,0
Zootermopsis,0,0,0,0,0,0,68.1283401877022,0,15.1405113495466,0
Pectobacterium,0,0,0,0,0,0,0,0,850.085155564785,0
Aminobacter,0,0,0,0,0,0,0,0,0,1168.46659119253
Fibrella,140.403277617922,211.847867301884,11.500644626003,5.22836440691094,0,0,93.3871955690553,0,0,0
Serinicoccus,20.2522993040259,88.8636162536258,0,39.8202220869374,249.273707312441,0,0,0,0,23.8561561419562
Marinobacter,1.71746140763571,0,0,0,9.22190138024705,0,0,0,95.1138042281491,0
Anoxybacillus,15.3494358840383,0,25.5265342560332,0,0,0,0,0,0,0
Synechococcus,2.23503386078237,0,0,39.9283365222193,0,0,0,0,0,0
Flectobacillus,62.8474117293226,0,0,5.97175956627524,61.0445408917308,0,0,0,0,3.01302750640236
Saccharopolyspora,0,0,0,0,0,0,0,14.5320075537551,0,0
Belnapia,22.568086925819,25.0636392107491,3.32374327872832,1.67298809088754,5.72248298100437,0,0,0,0,0
Verrucomicrobium,406.82594542894,8.03472106736175,0.16818979182749,9.21120946455986,0.720666916650853,238.551565524059,480.173898727422,7.80688556390988,0,0
Stagonosporopsis,378.771442235567,0,0,5.45301478620559,2370.30886065491,2.34293583999126,0,0,21.5364522407724,0
Belgica,0,0,0.127081393063443,0,41.2432567977719,97.924781642313,213.498162282047,0,0,0
Salinispora,46.0693011052452,0,8.86080630832799,0,0,0,0,0,0,0
Citricoccus,16.6754464542443,27.2933068447555,0,1.97298396202006,0,0,0,0,0,0
Chironomus,0,0,0,0,147.218765598526,1531.32033831426,0,0,0,2.32699168228129
Phoma,758.911590980329,0,0,0,671.798882940734,3324.30665412194,0,0,0,0
Rickettsia,67.0730176141831,16.0787650913531,0,0,3.78924798391805,1.61159672753405,15.479854943696,0,0,0
Gluconobacter,434.08406591521,0,0,4.08162728875639,9.07307478037104,318.203443813748,128.687717947729,0,0,0
Alishewanella,0,0,0,0,59.0475267400554,0,0,0,0,0
Chrysoporthe,235.194182036185,233.578346694861,0,248.558371680867,81.5734738304586,581.833939092502,0,0,5.01350118564314,10.4554122484019
Levyella,0,0,0,4.15515066133318,0,1.4826678968261,0,0,0,0
Ornithinimicrobium,0,0,0,134.591498626221,0,0,209.873595693287,31.1453470489395,0,0
Bordetella,14.2999025816674,0.679552372912678,0,6.75134461537122,0,0.26488652877953,0,21.7484990220875,0,0
Chenopodium,0,0,82.5333775920661,0,0,0,0,0,0,0
Holdemanella,8.66559378629678,0,0,21.4094306058592,0,0,0,0,0,0
Serendipita,27.2822255121824,498.917469859676,44.8347819761618,258.919532078439,344.47405566919,1.0549707154306,17.3597972138914,0.983723272592459,4.4598173964004,18.6541649401365
Blumeria,0.767089328589231,8.64095308684135,1.2373692280904,0,0,0,271.49444197053,2.32759225673825,0,0
Grifola,2.61935495356988,550.726721598021,200.760369261009,13.3656706741315,52.126416419714,1.31573767554463,200.682432351371,0,0,0
Neurospora,2.57878634608306,0,0,2.79946604801023,0,0,0,0.830716958866171,0,0
Tessaracoccus,0,0,0,14.2365327176628,0,0,184.586300348233,0,0,0
Aliterella,145.941543386316,141.980536310522,0,217.004533818136,2.43295918063497,0,0,0,0,217.213226361857
Physcomitrella,39.0936906849518,0,3.67623867301893,2.44415315628617,0,0,0,0,0,0
Curvularia,0,0,0.269747566411996,0,4.31142249383567,0,0.54542459946662,0,0,0
Roseomonas,28.5863320897411,20.1289377915621,0,0,348.966969564756,0,0,2171.65896754201,677.600103114754,0
Mannheimia,6.12789899838618,31.1231064792581,0,65.8803159315271,10.9656559996972,12.1644969725037,210.253521837728,0,0,0
Flavihumibacter,71.3325740356597,39.1983377590172,0,4.95931888802413,0,12.6971689530129,15.9721067088803,0,0,0
Geobacter,200.399055201626,0,0,266.054397107929,0,43.6312456069689,0,0,0,0
Leucoagaricus,32.6329366665802,282.698571810564,565.278923840001,182.362599315093,72.5351018110476,78.2766245913591,41.057347532898,0,0.446967691710462,0
Rosellinia,4.03376614722788,0,2.80614604820378,22.3681461937516,168.464620818646,0,1915.36521054141,0,0,0
Haliangium,247.031819759839,1.68339012851903,5.25818046496638,119.999435187406,27.6206362391831,37.3595554401249,0,0,0,0
Rhizomucor,7.11210172878693,0,3.66656522909793,0,0,0,1519.97319735525,0,0,0
Agrobacterium,1.00131063854937,0,0,0,0,0.885294705032305,3.37345201336474,0,0,657.545577782191
Fragaria,22.6207139245154,0.39314462964667,0,12.1998119106857,0,20.3012190030497,0,4.66013141084007,0,0
Sanguibacter,92.8637045680093,0,0,0,0,0,0,0,0,0
Arcticibacter,0.918874323079567,0,0,0,0,0,0,0,11.9303034469178,0
Pseudodiploria,27.0362057244381,0,0,0,0,0,0,0,0,0
Eremococcus,0,0,0,0,2.83657892301472,0,0,0,63.7985980770868,0
Janibacter,0.641357388580913,0,0,3.22647131598869,0,7.1069309209053,0,0,0,371.152859161812
Bacteriovorax,36.8147158231372,5.87372906942309,0,0,6.73179477625714,0,64.0063377019557,0,0,0
Wuchereria,0,0,0,0,0,0,0,0,0,139.569169324358
Streptobacillus,0,0,0,14.6234826364673,0,46.0745796867439,13.7663406535323,0,0,144.13508629071
Ephemera,0.706560881395775,4.21505140642191,0,6.3837489663876,0,4.17288099805181,6.34412357637315,28.4855034919487,0,952.906334017048
Mobiluncus,0,0,0,120.438732704271,0,0,0,0,0,0
Kibdelosporangium,0,0,0,0,0,0,0,0,0,0
Butyrivibrio,0,0,0,26.8929438791282,0,0,0,0,0,0
Dorea,0,0,0,0,0,0,2.83640419902549,0,0,0
Cytophaga,640.629826456243,49.1542449213034,0,21.9650399550816,0,4.53938729732072,0,6.83471916944526,5.54129975777995,0
Mixia,277.758428355282,361.640323575314,0.339062878807134,157.42876225223,1239.08226911869,67.9138475686682,0,7.59099546885467,0,0
Lonsdalea,14.4829277259299,16.4291740393483,14.3731516416298,0,0,0,0,0,44.6887777948237,0
Ralstonia,104.197392596942,0,0,0,40.6144364085158,8.04700182394683,0,0,0,0
Mucor,0,0,0,0,0,0,0,0,0,0
Anas,0,0,0,0,0,0,0,0,0,3.67093076160906
Enhydrobacter,10.1774797213432,0,0,2.25841644503454,0,0,0,0,4.77819359779322,0
Aureimonas,42.0356678441353,0,31.0574160413051,0,0,2.75323608105084,0,0,0,0
Burkholderia,4.03921100425641,0,0,131.487032434478,6.95257128107507,192.679008913395,0,0,0,0
Crepidotus,2.19173828809174,173.78421692233,0,0.924808696235579,0,0,0.590088951289793,0,0,0
Reyranella,18.2824718632512,0,0,25.3902179834586,0,0,181.808652913138,0,314.548838156211,0
Psychromonas,0,0.96677015109547,0,0,0,0,0,0,0,0
Nelumbo,0.196893480173844,0,0,0,0,0,0,0,0.329195537181107,0
Salinisphaera,0,0,0,0,0,0,0,0,0,0
Sorangium,78.6974360618317,42.6888737579129,0,127.758219304019,12.3918560344418,0,210.970830212163,0,19.6225661151096,185.840099975343
Agrococcus,0,0,0,0,0,15.2283938729517,3.70844687528438,0,0,0
Coprococcus,0,0,0,91.3927662920016,19.2626192041613,0,0,0,7.9984012890313,0
Nocardia,61.3182843648731,0,0,0,13.2639066906888,0,0,0,0,0
Acyrthosiphon,0,0,0,0,0,0.491323953460458,0.641004240464895,0,6.19616587450823,15.9695029545517
Kineosporia,0,0,0,0,0,0,0,0,0,0
Cellulosilyticum,0,0,0,0,29.6511544814126,431.394155382548,0,0,0,0
Tepidiphilus,0,0,3.0835494924785,0,0,0,0,0,0,0
Tannerella,0,27.5084134074426,0,22.3003144059367,0,0,0,0,0,0.282942933597725
Laccaria,2.94781132898539,585.119987121523,5.4321456450895,328.319929244037,17.7646390136079,0,0,0,0,0
Rhodopirellula,64.3791259011928,2.14641550144104,1.29472824370226,4.5268494473852,0,5.93614848690634,242.393677130012,0,270.761530514997,0
Megaselia,0,5.57739746669998,63.4349539209421,15.5637648244602,2.15962545271545,0,0,0,0,2.05122663730924
Myroides,12.9636557232815,13.5695848547663,0,12.7165037223769,60.3335698312456,305.496201565815,15.2001620605878,0,0,0
Sediminibacterium,15.0339383030888,0,0,0,0,0,0,0,5.62647914327817,29.4376505058179
Kurthia,0,0,0,5.45711348474333,0,64.0333168040347,0,0,9.14541651684313,162.003580549999
Scardovia,0,0,0,0,0,0,0,0,0,0
Apophysomyces,0.475184918312822,4.66916526098356,0,0,0,0,0,0,0,0
Panagrellus,4.28405753927274,0,49.0325160831003,0,0,0,150.286770133489,0,0,0
Venturia,5.14992002276216,0,0,18.3070045448989,0,72.0411083864767,47.2222725957009,0,0,0
Sphingobacterium,27.1341961578089,2.17801350681063,0,13.7155178681614,0,0,0,0,0.654981453607492,0
Cordyceps,10.1471544144622,27.9426778214216,0,28.548857466109,1.31308395799118,0,43.4926926256472,0,0,0
Daucus,1629.05133714984,0.430013816922982,0,1.78063736815685,111.326691219752,23.5457783509306,0,0,0,0
Taphrina,551.425803969686,4.00520638429775,4.12022033343102,12.5863072556661,52.1337343082403,34.2826921657936,0.751874384357357,0,0,0
Emticicia,19.2735418065508,0,0,0.180268896719866,0,82.1333550838283,0,0,0,0
Mycosphaerella,237.479887750972,9.55424979322096,0,14.5765915858991,0.51009679106745,113.12754355738,16.752429019662,0,0,0
Dehalobacter,24.2073828834531,0,0,0,0,0,0,0,0,0
Shigella,0,0,5.41414660443164,26.69514526735,0,0,1.97074144560462,53.2361627395672,0,519.789679725656
Riemerella,12.6901607455383,0,0,0,0,37.2513748705732,83.4849719319832,0,0,0
Alkalibacterium,0,0,0,0,0,0,0,0,0,0
Wasmannia,0,0,0,0,0,0,12.8534854168088,0,130.339379472359,0
Methylomonas,10.4161083215074,0,0,0,0,0,0,0,0,0
Chlamydomonas,74.4299668760581,74.2948598308378,0,0,0,27.3597807045444,0,0,0,0
Blattabacterium,1.32562268324925,0,0,0,0,0,0,0,0,0
Hordeum,2.86303979793557,2.71071598000305,51.4183246476249,17.8831789719959,0,195.848498610816,0.122031569201729,0,0,0
Catenibacterium,0,0,0,0,0,0,0,0,17.4495984270649,0
Tricholoma,22.3899961832386,79.5232634192913,184.278677464546,71.5361436172566,335.841339735416,105.435754031032,57.3527437140384,65.1444721936029,0,8.9819389977912
Lachnoanaerobaculum,0,0,0.793120118064143,0,0,0,19.3631110772956,0,27.1429337834305,0.0344322058269501
Methanobrevibacter,0,0,0,0,0,0,0,276.415157530994,0,0
Oidiodendron,0,7.46454528353265,0,0,0,0,23.8058830659466,0,0,0
Ilarvirus,0,0,0,0,0,0,0,0,0,0
Microvirga,13.2437613835723,3.6021357076622,0,4.70188160630765,0,0,0,0,0,0
Arenimonas,152.90017766985,8.96503041095667,0,0,0,0,30.1106594622606,7.80441333662717,0,0
Lasallia,50.1121451941906,0,16.9867896633451,11.1882865029788,0,0,0,0,0,0
Cyberlindnera,0,8.48053232734039,0,11.6273587018186,1.0975887773266,0,0,0,128.673628635659,1047.77548634069
Citrobacter,4.58905679285383,0,0,125.799566060064,203.1334140587,0,0,0,27.7873283280628,0
