,chaoexpo22_I12,chaoexpo51_I6,chaoexpo56_I5,chaoexpo44_I15,chaoexpo28_I15,chaoexpo74_I6,chaoexpo56_I12,chaoexpo70_I6,chaoexpo62_I6,chaoexpo75_I12
Finegoldia,0,2.22710823953855,0,10.4280265766691,0,0,0,0,55.3138108184601,0
Coprinopsis,0,31.2252501311025,215.820000264216,324.133710988663,0,81.0644378778642,102.393466838386,0,0,1.61918233127487
Wolfiporia,13.5927146501721,80.0424090208544,68.2494288471096,157.052709958287,2228.90288016446,16.5124258804823,350.183780707301,5.55593794141515,10796.179134061,0
Serendipita,52.7511585102673,81.3933652268067,104.131409385799,452.298009900741,1153.82195180937,49.6389132634948,40.2946838982853,1.34325870162038,0,0
Dactylellina,0,1.1819615562054,0,0.710173312767178,0,0,0,0,0,0
Neisseria,0,0.194276586756011,0,0.319654810681107,0,0,2.61235997931296,12.7444571978949,0,0
Synechocystis,4.56805777869934,0,0.462092314852887,80.6448122448303,0,0,0,0,0,0
Cannabis,0,0.114706982048572,0,0,4.45287264274081,0,0,0,0,0
Niastella,134.685359030898,5.64636123523961,7.2830691608967,38.4757481722151,0,13.86028606542,4.00318483980546,2601.59686471321,0.891125413746922,11.4785691037758
Ephydra,0,0,0,0,46.4473142371894,0,0,4865.01134363938,0,0
Dermatophagoides,0,0.621593841027609,0,0,0,16.4480405674277,0,0,0,0
Paecilomyces,8.17206485955316,0,0,0.469785942288573,0,0,0.445117944685407,0,0,0
Amanita,15.5097924311691,141.259389863966,31.4628043799399,152.674945274958,20.1801381261437,23.6550348456596,32.9673527107226,0,0,4270.65726585471
Ganoderma,0,94.130723097963,205.370740641612,123.204205866223,2348.64685849194,1.86327487897301,120.000149383049,0,6.33065277123879,0
Baudoinia,1225.77229238687,13.1300984349888,18.0905091740804,1.04373155591936,2.70642285180339,0,0,0,0,0
Leucosporidium,41.0957588693024,14.6790900009177,38.8974994342548,38.4955024983729,0,11.6053393720592,19.3909793231699,0,0,0
Tolypothrix,3.24561825774392,0,30.7880836053734,10.7898256267579,0,0,33.9500873221497,0,0,3052.76401879555
Galerina,10.8031971710144,177.145648008879,103.152544725304,254.620335748161,1.77371461753845,109.664603217941,7.85280211864169,0,0,0
Rosa,11.9875521250278,0,0,0,0.211122020802271,0,0,0,0,0
Glycine,0,0,0,0,0,0,14.3070230686539,0,0,0
Meira,145.028901343458,47.7114773762706,0,45.8996745024729,24.3518103970154,0.374216854483208,0.816395270244764,0,8.52714644017681,0
Ricinus,2.37097975674233,2118.07808374391,0,0,0,0,0,0,0,0
Punctularia,16.0425452925379,91.5750435195524,50.8146852996589,94.9450927414638,640.888553536048,56.2181978616443,24.8641625140943,0,20.7287074119078,0
Physarum,12.0088188368691,43.0174639621686,0,0,0,0,0,0,0,0
Sporosarcina,26.7367051658061,0.737744933554333,0,106.141625107492,0,25.0410385104988,18.8504663305647,966.736262420526,0,0.111499252048137
Caldibacillus,0,0,0,0,0,0,0,0,0,0
Rhizomucor,0,0,0,0,0,0,1458.75236248647,0,0,0
Citrullus,0,0,0,0,8.55111498539939,0,2.699909986428,0,0,0
Omphalotus,0.142656920093702,18.3818409453374,31.7380049282278,1.12941731482255,0,0,783.177906654069,0,0,0
Pyrus,21.7461813307603,7.41525452771817,0,0,0,0,51.4257183830619,822.651202976287,0,0
Sphingobacterium,46.6574615484189,0,0,2.13694914640644,25.3118237587986,0,2.36591687987056,0.329112098744228,3092.51465995059,0
Scytonema,0,0,0,0.40839082457813,0,0,0,0,0,18.2675850413496
Pantoea,422.533933934719,2.80271077027187,0,0.128749900968564,0,0.172270667101598,0,0,3.56756649678203,0
Mucilaginibacter,117.524139567393,3.25902857531432,13.9976143590063,15.9814668555782,0,0,316.40351581464,0,0,20.363415451414
Hydnomerulius,14.7687609736319,62.7401489230555,68.2174994465732,60.6456931659888,3.28367170418459,51.7565639328683,0,0,13.4038312076273,0
Cladonia,7.31833658367443,0,19.5898994651604,22.077242212755,0,0,6.80187545304742,0,0,0
Madurella,9.68474314120111,1.85521959937377,0,0,0,5.10289295202308,2.68711519812368,0,0,0
Actinidia,147.249678335008,3.75633344292923,0,0,0,0,0,2.46422008286622,0,521.600689920648
Hibiscus,6.20340955968152,7.07789333858377,1.66720001016562,0,0,0,0,0,0,0
Brochothrix,0,0,0,0,0,0,0,0,0,0
Pseudocercospora,67.2584715816863,5.18329647205129,0,0.235963004017197,1.57810481532237,2.46496574449727,0,0,11.8475105139771,0
Phoenix,0.266039186046618,9.8453494407796,0,0,0,0,0,0,0,18.5307004546269
Ureibacillus,0.56604309454775,0,1.55425677989965,0,0,0,0,0,0,0
Dolosigranulum,0.0816671741776553,0.121228535269671,0,4.12711703517816,0,38.7267941822595,0,21.7075555243487,0,0
Passalora,218.182532730771,12.3695044355572,1.16867945277391,18.4956440244032,0,0,22.7728414340837,0,0,0
Gallus,0,1894.7792873249,0,0,0,0,0,0,0,0
Paraurostyla,34.148655805698,0,0,0,0,0,0,0,0,0
Venturia,16.3763026190082,6.81683975803171,33.2002095436071,239.76052230656,0,4.14789405655268,433.33622310912,0,30.6106538279869,0
Lactuca,0,0,0,0,0,124.812264889787,0,8167.77142606319,21.0505399056033,0
Debaryomyces,0,5.43757767784261,0,255.243955020947,0,0,0,0,0,0
Lasioglossum,0,0,0,3.28070704295246,24.0640357108551,0,0,0,0,0
Arabis,0.130672188440545,7.98856467297955,0,25.0033143645087,3.98090109085504,0.302917901044594,0.126153296821824,2.44635187680262,0,0
Stagonospora,34.4499467538145,14.9308431409967,0,55.2140143716187,2.26412691242431,193.75217809144,0,0,0,0
Mycosphaerella,315.212449772695,16.6969538273078,0,14.4103968706279,0,20.4621131650427,75.2041415080486,0,0,0
Frankliniella,0,0,0,0,0,0,0,0,0,0
Gardnerella,1.9900143854511,0.377926541164635,0,0.721329194299987,0,0,0.891139018680248,0,0,3.72277818691654
Treponema,0,0,0,11.2011260604344,0,0,10.9426457602527,0,0,0
Tuber,0,13.9678670453932,0,11.3698969044419,0,0,0,0,0,0
Ancylostoma,0,0,0,0,0,0,0,1.14543903462775,0,0
Ceraceosorus,308.139958378377,138.288046748435,964.552441087759,5.30786358041355,0,0,92.4741026354731,0,0,0
Chaoborus,0,0,0,0,0,0,0,0,0,0
Cystobasidium,53.0461319924632,9.7610744418586,7.36483689655362,1.42539973672632,0,0,6.054125328015,3.13588458079553,0,0
Uroleptopsis,0,0,0,0,0,0,0,0,0,0
Ascocoryne,8.22751855016283,151.586024846725,82.961512386417,131.656102004154,0,17.8196009990808,0,28.9095499653111,0,0
Oryza,0,0,0,0,0,0,0.202923351015919,0,0,0
Acremonium,33.0486167114872,2.83556571144779,0,1.2268648520947,0,0.59686118215434,13.5231637983438,0,0,0
Claviceps,1.44360183246726,0,0,0.479870294228116,0,0,0,0,0,0
Dyadobacter,66.748710838687,15.7911430794064,0.127012284682694,4.35697875030221,0,9.25905949335505,202.658828360418,497.054409198294,8.09229443538157,25.1492517717521
Flavihumibacter,150.731949085175,12.8492056832584,4.22329638380505,20.7030168569754,1.35146234471207,18.3196130476864,0,94.5925705309819,0,1.12483879627962
Fibroporia,0.0636898416801403,59.3291301378146,31.6869948878698,39.5632229383342,0,216.150085884507,230.466574886098,0,0,0.419536309583523
Laccaria,1.2446601283911,152.07776380169,89.196471383804,281.831118078621,11.9005303402658,11.5567963413965,36.0950832261971,0,0,0
Populus,2.81328134891069,0.699463623584699,0,0,0,0,0,0,0,0
Erythrobasidium,657.587331227948,29.9661021793087,0,0,0,0,3.12710263027683,0,0,7.11955390018092
Roseomonas,0.188367666642983,0,0,0,0,0,0,0.491170466502849,0,0
Gossypium,7.6183245814719,0.155399284334796,0,0,0,0,0,0,0,0
Pseudoalteromonas,0,0,0,2.11173915237167,0,0,0,0,0,0
Flavobacterium,151.352851475116,21.8335584443717,15.6580158673464,79.2406756658341,22.2048103772053,36.5021823404713,6.33341024420644,402.593460945306,0,0.172912276666641
Calycina,0,10.5333595528624,21.1554717751797,20.2584229480773,0,42.3532707856582,0,0,0,0
Mentha,0,2.22326290493452,0,1.68304496490043,0,1.68455662988348,0,0,0,0
Yersinia,0.180495158582357,0.281330895532963,0,0,0,0,0,0,0,0
Aliterella,2.62984990169608,4.5439627635649,0,90.5628767965252,0,0,0,0,68.8382100550887,0
Paramecium,0.254523984663747,1.5221032384871,0,0,3.72036664452929,0.228391154531329,3.50261084077826,13.0049423104161,0,0
Alloprevotella,0,0,0,0,0,0,0,0,0,88.8865398105792
Stenotrophomonas,0.206933695175756,0,0,0,0,0,0,0,0,0
Pyrenophora,164.706716851177,4.28267391330217,0.302726762833076,25.332144468058,9.61129114592359,2.50775014906189,0,0,0,15.7062985912496
Rhinocladiella,5.87908920762478,0,4.59238167292282,1.72855891746192,0,0,0,0,0,0
Terrimonas,31.591935117277,0.989370906038164,0,37.6129075657434,0.354635832104697,0.244728958913315,22.2444351643972,18.3193968925805,0,3.98908175093457
Hebeloma,3.29623872546697,100.649849786991,48.4681843523708,152.177566376557,0,67.5933079281137,0,0,0.557033675703498,0
Sporothrix,6.93465552318944,0,0,0.41602620601767,0.640584843952715,1.3873771145289,5.27213218225473,0,0,0
Absidia,0,0,0,0,0,0,0,0,0,0
Geotrichum,36.0824025634645,22.2030265172196,65.381846665081,2.83185307083364,0,3.57494569749819,30.3338788233867,0,0,0
ssDNA viruses,0,0,0,0,0,0,0,0,0,0
Pisolithus,13.3484101198671,51.5332910705864,48.4112982467325,13.851063722555,1.44580609721436,0,32.1841760960907,0,0,0
Oceanobacillus,0.120095389548465,0,4.28413883306956,0,5.4139100166244,0,194.219730110635,0,0,0
Purpureocillium,5.00154099850178,0,0,0,0,8.32846204283547,2.93020540138498,0,0,0
Moniliophthora,19.1150688195469,40.3417203158307,7.95763544906355,38.4984392469822,5.46414502983606,54.9971349841311,0,19.0675721438884,0,0
Colletotrichum,170.075123529069,66.5314588036301,0,6.97411227312157,0,3.65547068894043,145.454918509998,0,0,0
Gloeophyllum,2.23571163111599,186.705418610683,44.2604238995009,178.867521836256,1.14248653482803,86.6565135241652,41.7568322253836,0,0,0
Alkaliphilus,0,0,0,0,0,0,0,1.16386180751088,0,5.85365792445013
Pestalotiopsis,311.402927258458,13.3220408709186,0,0.825475853338701,0,0,0,0,0,0
Vigna,0,0,0,0,8.94584865343477,0,0,0,0,0
Mastigocladopsis,0,0,0.264216950351966,0,0,0,0,0,0,0
Bipolaris,138.172487622064,0,0.261792316403287,0.568287415053482,45.41548763399,3.24561263790485,6.59715630367655,0,0,0
Filobasidium,2192.28414463065,1.00520057905154,18.4223548272814,2.48333718480981,0,0,0,286.768661792845,52.4353273607718,0
Planomicrobium,0.982254023439558,18.6899573306357,0,39.4719029283794,3.7489470769365,0.159855568804211,0,5696.67457899225,81.9478358575214,182.943362582227
Exidia,0.353114119324953,44.1655928525472,58.7693650879998,83.1828261820366,12.0616870272704,14.7688170320633,93.7264096733687,0,246.863401972834,2.45876665098638
Hassallia,28.6214181196318,0,0,1.99844267525618,0,0,0,0,0,1.29405317842737
Apis,0,0.170008380262565,0,0,0,0,0,0,0,0
Fragaria,0.195416848668431,1243.5596213475,0,15.4365347994945,0,3.03996592891803,0,0,0,0.999424671304841
Clavaria,31.9541855762723,25.8037270723708,58.2834976430672,52.5854823000244,6.38264951581375,271.576589339017,117.961222620176,0,0,0
Fischerella,0,0,0,0,0,0,0,0,0,8.1503608327355
Corynespora,94.7174506722594,0,0,11.1133021295948,0,20.5141018031714,33.8064081225079,12.3990952390296,0,899.499382428921
Shiraia,6.80623079802103,0.443252771487375,0,0.092248755480693,8815.26898038704,0,0,0,0,2.48250441696915
Cryomyces,312.826486210667,8.89567302057291,0,0,0,0,0,0,0,0
Mesorhizobium,0.635136700026322,0,0,0,0,0,0,0,0,0
Microcoleus,0,0,0,0.272917976498567,0,0,0,0,0,0
Vaccinium,0.439364386966767,0,0,0,0,0,0,0,0,185.949053946529
Jaapia,20.7438473765102,75.4867006418697,68.2200069867129,102.558297412951,15.4049467911692,124.430333495773,78.0604864696787,0.238613896883334,0,0
Prasinovirus,0,0,0,0,0,0,0,0,0,0
Pediococcus,0,0,0,0,0,0,0,0,0,0
Kingella,0,0,0,0,0,0,0,0,0,0
Cenococcum,106.787023590966,14.3716578236474,1.33323497442114,0.445197209382577,0,65.0922197943629,24.8143999858887,0,0,0
Chaetomium,6.61363429196345,18.8261396014714,14.263297943177,5.74496380758083,0,0,1.03974111930721,0,0,0
Epichloe,1.18577402661718,1.34822685996913,0,2.3493908234936,0,0.529465936417304,81.7736429615078,0,0,0
Mrakia,44.0491460790674,33.4047938020716,24.7877221728088,79.3141228645718,0,4.0634868168415,63.4998856608468,490.715083985304,0,0
Cladophialophora,8.36630579676309,2.52728183005374,15.8490966941157,7.82356751090971,4.13913050950878,0,1.37981879976388,0,0,3.63749475463393
Microdochium,28.2009566826861,0,5.84954953750019,0.847937731346912,1.04760807360368,0,26.6709467948942,0,0,0
Aeromonas,0,0,0,0,0,0,0,0,0,0
Pseudonocardia,0,0,0,28.8488395927299,0,0,0,0,0,0
Brugia,0,0.815267915155299,0,0,0,0.194119773595432,0,0,0,0
Desmospora,14.3246593215377,5.98285270524339,81.8663192080612,2.04240827060994,0,0,0,0,0,0
Leptosphaeria,13.6459707717842,1.69826475783619,0,10.4555013529642,0,6.12544381839021,0,0,0,0
Coniophora,0.324446368589977,84.233343081482,9.29847394377804,146.194553258965,1.44473376677288,45.6441411829923,37.3238278686725,0,0,10.7606307063066
Sphingobium,41.8539064249342,0,0,0,0,0,0,0,0,0
Niabella,50.1534964791057,0,0,0.205875717614263,7.56767981551938,0,0.508650130855569,4706.86669451462,0,0
Leclercia,0,0,0,0,0,0,0,0,16.9701655095284,0
Planococcus,0,34.7716356700363,0,3.76090139241019,0,0,0,4337.67796482106,6.80812692114222,768.215886450058
Parastagonospora,132.202183678232,0,0,16.4593452746483,0,0,22.7975622476148,0,0.359273536770362,0.214505892159309
Leptolyngbya,0,0.213837370536467,0,0,0,0,36.1790489542976,0,0,0
Turicibacter,0,0,0,0,0,0,0,0,13.6399486056161,0
Phaeoacremonium,4.08133553482826,28.5830031562245,1.11965490566762,4.88266272297933,0,39.7447885187637,0.353321227550921,0,0,0
Salmo,0,16.4213202742841,0,0,0,0,0,0,0,0
Mycena,0.0928306126994246,63.8415852460572,66.1202814946656,118.263228214934,0,10.9496072610242,84.4478123484611,0,0,0
Legionella,94.4722049310011,34.3033743018379,5.18987596154892,20.4962151123681,0,0,10.0369145836289,0,0,0.228901194289513
Salinicoccus,0,0.548059468877323,0,0,0,0,0,0,0,0
Aptenodytes,0,0,0,0,0,0,3.29566785276805,0,0,0
Viridibacillus,0,0,0,0,0,0,0,0.221506957425827,0,0
Cucumis,0,0,0,0,24.2863901959368,0,0.266895653912483,0,0,0
Chenopodium,0,94.4073259114823,0,0,0,0,0,0,0,0
Emmonsia,51.4433864841679,0.820218528386264,19.8866306088792,0,0,0.303833480503339,0,2.62261446868829,0.278204712727325,1.82988070077488
Sphaerulina,21.6071704999957,0,0,1.53720184547546,0,0,0.462625216563154,0,0,0
Tolypocladium,47.923475944525,7.25153600498883,16.5152137185247,24.2445848928763,0,3.49836224952034,20.2455606398048,0,0,0
Janthinobacterium,0.0353701992797984,0,0,0,0,0,0,0,0,6.0957571506332
Eubacterium,0,0,0,0.363333875722728,0,0,0,2.56027626493714,0,9.65558892094723
Sphaerobolus,0,32.7382570106485,55.4242079732003,119.720055673323,0,12.2190228863639,81.3980753789076,0,0,0
Meyerozyma,0,0,0,9.01942709829855,0,0,0,0,0,0
Setaria,0,0,0,0,0,0,9.78394383056768,0,0,0
Azadirachta,20.5219885834906,0,0,0,0,0,0,0,0,0
Marinococcus,0,1.06894457981886,0,0,0,0,0,0,0,0
Calothrix,0.236545371319335,0,0,0,0,0,0,0,0,1852.834450097
Roseburia,11.2708614823899,0,0,1.49945445120181,0,0,0,0,0,0
Neolentinus,10.4881254736247,32.2960155547966,45.0017211284332,31.10646971376,9.9825151348967,0,90.9135949877697,0,522.315273634666,0
Dendroctonus,0.113393963330982,0,0,0,0,0,0,0,0,0
Wuchereria,0,0,0,0,0,0,0,0,0,0
Eimeria,0,254.398336612844,0,0,0,0,0,0,0,0
Brassica,0,145.289822553663,0,0,4.20753003874376,81.0724753439054,0.243774475117664,0,0,0
Xylaria,16.0736876747305,7.50847159887954,0.168759629228086,6.20741058160634,9.05141455446446,0,0.269362749805043,0,0,0
Tumebacillus,0,0,0,0,0,0,0,0,0,0
Gloeocapsa,30.9493775076038,0,0,0,0,0,0,0,0,0
Shimazuella,14.2223450951464,0,0,0.413429793289997,0,0,0,0,11.1075141846898,0
Elaeis,18.3097661450981,0,0,0,0,0,0,0,0,0.244166839001438
Volvariella,7.12680262824953,19.672350754057,30.2835632544338,42.7133546313,34.3819219040319,3.87512612935342,16.4338097407957,0,0,0
Carnobacterium,0,0.406429022879018,0,27.5929795560941,0,0,0,220.112733928262,0,0
Sporisorium,14.4485342200086,0,0,0,0,0,0,0,0,0
Umbilicaria,11.8056585519044,0,0,0,0,0,0,0,0,0
Massilia,20.1088434967818,2.68015174464093,0,0.115764568981664,2.00730049790975,2.46082331498288,8.28357345222243,0,0,9.37894553297838
Erysiphe,15.3107312205522,4.77072837676334,9.33893478616448,4.40845863020062,0.360791289448595,11.9326229523335,2.39912833002267,0,0,0
Acyrthosiphon,0,0,0,42.5056289520537,17.3451864825557,19.3721448804915,2.67904081715493,118.218761775301,56.5310614021305,0
Meiothermus,0.547360544200022,0,0,0,0,0,0,0,0,0
Basipetospora,0.184370977790734,0,0,0,0,169.39175637667,0,0,0,0
Nicotiana,0,63.2571930220288,12.1082867553421,0.31064941084598,0,0,0,0,0,0
Belnapia,0,0,0,0.751881044374072,0,0,0,0.2457186923347,0,0
Metarhizium,7.76464051687262,1.46414391437411,0,8.92931231477366,0,0,9.07192224086689,0,0,0
Hysterium,42.9693415338641,31.2091710492545,0,0,0,0,14.0403257108174,0,0,0
Catonella,0,0,0,0.207553205134302,0,0,0,0,0,0
Gongronella,0.845711972189872,3.73811183100462,347.580640541708,157.761198483204,0,135.803939055911,45.9147212034176,0,0,0
Loktanella,0,0,0,0,0,0,0,0,0,0
Arthroderma,2.85299485301447,18.6583052896218,0,4.27282700758212,0,0,28.4274555456185,9.20532385290315,0,0
Macrocystidia,0,13.5430090206716,4.60060145609762,2.73472050156038,0,20.3266643082955,29.1856940829974,0,0,0
Klebsormidium,0,0,0,0,0,0,0,0,0,0
Serpula,22.5142285168059,53.9211155208794,63.0840121211563,126.629702001472,0,18.8405988741385,41.3894623695679,0,0,0
Linepithema,0,0,0,0,0,0,0,0,0,0
Enterobacter,18.954443321368,0,0,0.136843003929059,0,0,0,5.97235964065436,200.739724154306,0
Gemella,0,0,0,1.64548330140477,0,0,0,0,0,0.723761266364837
Isaria,32.7254147737892,21.5327645797838,0,609.697882205852,3.98893695479141,0,17.786741038243,0,0,0
Lepidopterella,115.983971855401,7.39134573993029,48.8672581569639,0.363647224820006,0,19.0138394017932,10.408858492873,0,0,0
Chlamydia,0,0,0,0,0,0,0,0,0,0
Orbilia,0,0,0,0,0,0,0,0,0,0
Calocera,11.0153950881822,95.2144969987163,375.145570465976,95.0015539968857,0,52.1965796169036,5.36863289802754,0,0,0
Ruminiclostridium,1.34488555201304,2.61700203383459,0,0,0,8.1548541977754,0,303.482744010783,0,2.93430521866249
Termitomyces,7.22972616173532,63.6767151393716,60.4276458384986,114.443513012884,33.1357460264032,81.8577388213866,140.936334491764,0,0,0
Jeotgalicoccus,0,0.469084938966962,0,0,0,0.251860597692326,118.248130352681,0.296227812194431,0.497757692238269,0
Daldinia,2.67366105829008,0,0,0.421063616918555,0,0.489220530040721,0,0,0,0
Moraxella,0,0.393862456835657,0,13.5624252798012,0,32.5539466151754,2.15917885467102,8.09014467259801,1.18592156744305,0
Peptoclostridium,0.435250106968668,0,0,0,0,0,0,80.0425714137926,0.283732316792698,0.218936306455199
Taphrina,391.656758260234,4.32131366395085,3.29618482901187,0,0,0,36.6095483434635,34.1929051873759,0,0
Phaeomoniella,2.05664834185553,0,0,7.21312580704041,0,0,16.7022857250947,0,0,0
Rufibacter,0.859112392190822,4.67279666239697,0,1.05993114068761,0,0,0,0,0,0
Weeksella,0,0,0,0,0,0,0,0,0,0
Gliomastix,2.0814420125137,0,0.202252274212993,0,0,0,63.127451443567,2.82255622192049,0,0
Verruconis,14.8451117518705,0,0,0.153186289124092,0,0,31.4393709169468,0,0,0
Dichanthelium,0,0,0,0,0.153135575128094,0,0,0,0,0
Beta,0,0,0,0,0,0,0,0,0,0
Spinacia,0,0,0,0.0673503541876809,0,0,0,0,0,0
Capnocytophaga,0.698231476689387,0.335066618195819,0,9.20158839678427,0,2.43092636923877,0.132889504758261,0,0,0
Zizania,0,0,0,0,0,0,0,0,0,0
Crinalium,174.52089638683,0,0,0,0,0,0,0,0,0
Acanthamoeba,7.18684764969652,0,0,1.65692997432093,0,0,0,0,0,0
Neofusicoccum,219.058982701811,1.58862450853655,0.270691237841737,0,0,12.2438125561417,73.1259898329612,0,0,0
Auricularia,0.308346322860492,83.0138523418426,50.5320346657791,57.0457312879613,0,9.21994085669496,201.888966561845,0,19.8476626462961,0
Coraliomargarita,0,0,0,0,0,0,0,0,0,0
Gyalolechia,63.3626746517306,7.71806843965516,0,75.6704819367753,0,0,0,0,0,0
Arthrobacter,8.8355176179587,0.108789390383959,0,924.982340253012,0,0,0,420.675415029332,0,0
Candidatus Cardinium,0,0,0,0,0,0,0,0,0,0
Porphyromonas,0,0,0,1.56103015280493,0,0,0,0,0,0
Aggregatibacter,0,0,0,0,0,0,0,0,0,0
Trifolium,22.6477333040345,0,0,0,0,0,0,0,0,0
Eucalyptus,12.5237467747702,0,0,0,0,0,0,0,0,0
Tarenaya,0.576619928692497,11.2786898185472,9.67287514744734,16.6497858650522,0,0,0.692040263385823,0,0,0
Cryptosporidium,0,0,0,0,0,0,0,0,0,0
Trebouxia,0.221978781346828,0,0,0,0,0,0,0,0,0
Fonsecaea,2.31386890876757,0,1.23485739435949,4.08606135437593,0,0.447820477385631,5.22541177264682,0,0,0
Vibrio,0,0,0,0,0,0,0,0,0,0
Ictidomys,0,0,0,0,0,0,26.1113597579633,0,0,0
Methanobacterium,0.311748992524782,0,0,0,0,0,0,0,0,0
Acidomyces,420.407271152473,2.09297849619157,0,0,0,12.1125055768977,0,0,0,0
Desulfocarbo,0,0,0,0,0,0,0,0,0,0
Hirschia,0,0,0,0,0,0,0,0,0,0
Acetivibrio,0,0,0,20.2035887040451,0,0,0,233.78464680728,0,0
Drosophila,9.3775634936004,0,0,0,0,0,0,0,0,0
Cercospora,24.6928487359175,1.87081761292248,0,4.7856905166013,0,0,1.93647444874489,0,0,0
Shigella,1.97708131005509,0,0,0,0,0,0,0,0,0
Pneumocystis,0,0,0,5.44989537781659,0,0,0,0,0,0
Salinimicrobium,0.074852222621903,0,0,0,0,0,0,0,0,0
Domibacillus,0,2.61518937640345,0,0,0,0,16.9184638242171,0,0,0
Methanosarcina,0,0,0,0,0,0,0,0,0,0
Stylonychia,9.75325571222403,0,0,0,0,0,0,0,0,0
Leuconostoc,0,0,0,0,0.45699462996606,0,0,58.8332748143016,0,0
Gillisia,0,0,0,7.26932304404615,0,0,0.943449810834888,3.90483685688948,0,637.423496394797
Chroococcidiopsis,0,0,0,0,0,0,0,0,0,1.04779204566815
Halobacillus,0,0,0,0,0,0,0,0,0,4.50880282208374
Piriformospora,0.698470889301115,45.9887933128822,161.77772620673,166.914091617766,10.6701457410232,70.4131525192259,6.39019268694845,0,0,0
Epilithonimonas,0.166743962794978,0,0,20.6368835044359,0.468489932124428,0,4.61688600941053,0,0,0
Peptoniphilus,0,2.48672834716006,0,5.06853177960197,0,0,0,8.45319447177189,0,0
Trichosporon,43.9444592071838,40.1906208827907,0.496729822497054,13.2275094196506,0,0,0,9.88907309318461,0,0
Devosia,0,0.551793429203129,0,0,0,0,0,0,0,0
Uromyces,0,0,0,0,0,0,0,0,0,0
Abiotrophia,0,0,0,0.44397108995831,0,4.0818985500354,0,8.51873366782693,0,0
Moesziomyces,8.69340658541176,0,0,0,0,0,1.50034730291327,0,0,0
Pleurocapsa,0,0,0,0,0,0,0,0,0,0
Coccomyxa,0,0,0,0,0,0,0,0,0,0
Kwoniella,123.772596547693,19.0196052110595,0,1.49868976455407,0,0,0,0,0,0
Oscillatoria,0,0,0,0.321795716423046,0,0,0,0,0,1.13775697367016
Mogibacterium,0,0,0,0,0,0,0,0,0,0
Novosphingobium,0.477790792700677,0,0,0,0,0,2.41282108484522,0,0,0
Ruminococcus,0.546418957218322,0,0,0,0,0,0,0,0,0
Thermoascus,24.1819226572597,1.13282562504173,24.7088077271739,14.3904786383186,0,0.357657210628778,37.3498773601895,0,0,0
Heliconius,0,0,0,0,0,0,0,0,0,0
Meleagris,0,0,0,0,1.35602618307099,0,0,0,0,0
Rickettsiella,0,13.0873271984981,0,0.259023005079299,0,0,0.971937598848265,0,0,0
Torrubiella,8.71857837617497,0,0,0,0,0,16.8239563947861,0,4.99361925405198,0
Verticillium,49.6719418884211,0.933717563173063,0,0,0,4.60534935918337,46.6595197607206,0,0,0
Gracilibacillus,0,0,0,0,15.9169786841668,0,0,0,0,0
Thermomyces,0,0,0,0,0,0,0,0,0,0
Janibacter,0,0,0,0,0,0,0,0,0,0
Rhodococcus,0.317511322949025,0,0,0,0,0,0,0,0,0
Cyphellophora,101.527431719489,1.61991517479189,0,0,0,0,0,0,0,0
Didymobotryum,17.470201344946,19.7381474755035,6.48007875580314,21.3898049527289,1514.05869323348,0.794901936799594,0,0,0,0
Symbiotaphrina,15.1467833817859,0,0,0,0,0,0,0,0,0
Oropetium,1.25686890249322,25.0904656439607,360.953565536908,30.7670668845282,0,0,0,0,0,0
Diplodia,56.7963469710446,10.9582557326922,0,7.61743499884588,0,0.127195784359269,13.8046250554955,0,0,0
Anoxybacillus,5.78909364964919,0,0.114229538265219,1.06266842840058,0,0,1.98499534811367,0,0,0
Shewanella,0,0,0,0,0,0,0,0.51562236462308,0,0
Alphabaculovirus,0,0,0,0,0,0,0,0,0,0
Blautia,0,0,0,3.19565468694011,0,0,0,541.392967314996,0,0
Paucisalibacillus,24.3641695913651,0,0,0,0,0,0,172.466072030809,0,0
Skermanella,0,0,0,0,0.467145623940825,0,0,0,0,0
Macrostomum,0,3.64851561925144,6.0801348730634,0.89788223579577,0,0,0,0,0,0
Methylobacterium,108.989919372291,0,0,0,0,0.428270083235505,0,9.39971775439902,0,0
Plutella,2.22996274370872,2.46173283910014,0,55.2999914411756,0,0,0,0,0,0
Alicyclobacillus,2.09717989584535,0,0,0,0,0,0,0,0,0
Halomonas,20.0216538043219,0,0,0,0,0,0,0,0,0
Eucidaris,0,0,0,0,0,0,0,0,0,0
Desulfosporosinus,8.36721743072882,0,0,0,0,0,0,7.94782343791561,0,3.34090079266268
Stachybotrys,4.76429046808668,0.283024330324986,0,24.0715476627682,0,0,104.722491759152,0,0,0
Alkanindiges,109.229288881758,4.40028563408812,0.356612421578305,16.8223911691565,0,0,0,0,0,0
Phialophora,42.8279785394067,0,0,0,0,0,0,0,0,0
Paxillus,6.22103840781595,14.5258719088926,25.5575733521078,47.6884022349491,0,0,0,0,0.423757368393578,0
Serratia,0,0,0,0,0,0,0,0,10.5206121505182,0
Anopheles,0,0,0,0,0,0,0,0,0,0
Peptostreptococcus,0,0,0,0,0,0,0,0,0,0
Endocarpon,0.797649167705797,0.737387096595357,0,0,0,0,0,0,0,0
Modestobacter,0,0,0,0,0,0,0,0,0,0
Theobroma,0,0,0,0,0,0,0,0,0,0.636505216730394
