"from","to","Correlation","p_value","fdr","from_name","to_name","from_number","to_number"
"NM1446","genus_Alistipes",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","Alistipes",11,34
"NM1446","genus_Clostridium.sensu.stricto",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","Clostridium.sensu.stricto",11,34
"NM1446","genus_Eggerthella",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","Eggerthella",11,34
"NM1446","genus_Odoribacter",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","Odoribacter",11,34
"NM1446","genus_Parasutterella",1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","Parasutterella",11,34
"NM1446","genus_Roseburia",-1,0.0166666666666667,1.77815125038364,"Trimethyl Phosphate","Roseburia",11,34
"NM1550","phylum_Verrucomicrobia",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","phylum_Verrucomicrobia",7,23
"NM1550","class_Verrucomicrobiae",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","class_Verrucomicrobiae",7,23
"NM1550","order_Verrucomicrobiales",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","order_Verrucomicrobiales",7,23
"NM1550","family_Verrucomicrobiaceae",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","family_Verrucomicrobiaceae",7,23
"NM1550","genus_Akkermansia",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","Akkermansia",7,23
"NM1550","genus_Oscillibacter",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","Oscillibacter",7,23
"NM1550","genus_Parabacteroides",-1,0.0166666666666667,1.77815125038364,"4-Chloro-o-toluidine","Parabacteroides",7,23
"NM2328","family_Peptostreptococcaceae",-1,0.0166666666666667,1.77815125038364,"Methylparaben","family_Peptostreptococcaceae",5,29
"NM2328","family_unclassified_Clostridiales",1,0.0166666666666667,1.77815125038364,"Methylparaben","family_unclassified_Clostridiales",5,29
"NM2328","genus_Clostridium.XI",-1,0.0166666666666667,1.77815125038364,"Methylparaben","Clostridium.XI",5,29
"NM2328","genus_Clostridium.XlVa",-1,0.0166666666666667,1.77815125038364,"Methylparaben","Clostridium.XlVa",5,29
"NM2328","genus_unclassified_Clostridiales",1,0.0166666666666667,1.77815125038364,"Methylparaben","unclassified_Clostridiales",5,29
"NM3853","class_Bacilli",1,0.0166666666666667,1.77815125038364,"Dinoseb","class_Bacilli",3,32
"NM3853","order_Lactobacillales",1,0.0166666666666667,1.77815125038364,"Dinoseb","order_Lactobacillales",3,32
"NM3853","family_Streptococcaceae",1,0.0166666666666667,1.77815125038364,"Dinoseb","family_Streptococcaceae",3,32
"NM4256","phylum_Verrucomicrobia",1,0.0166666666666667,1.77815125038364,"Diclofenac","phylum_Verrucomicrobia",7,23
"NM4256","class_Verrucomicrobiae",1,0.0166666666666667,1.77815125038364,"Diclofenac","class_Verrucomicrobiae",7,23
"NM4256","order_Verrucomicrobiales",1,0.0166666666666667,1.77815125038364,"Diclofenac","order_Verrucomicrobiales",7,23
"NM4256","family_Verrucomicrobiaceae",1,0.0166666666666667,1.77815125038364,"Diclofenac","family_Verrucomicrobiaceae",7,23
"NM4256","genus_Akkermansia",1,0.0166666666666667,1.77815125038364,"Diclofenac","Akkermansia",7,23
"NM4256","genus_Oscillibacter",1,0.0166666666666667,1.77815125038364,"Diclofenac","Oscillibacter",7,23
"NM4256","genus_Parabacteroides",1,0.0166666666666667,1.77815125038364,"Diclofenac","Parabacteroides",7,23
"NM4280","genus_unclassified_Coriobacteriaceae",1,0.0166666666666667,1.77815125038364,"Captan","unclassified_Coriobacteriaceae",1,17
"NM4281","class_Betaproteobacteria",-1,0.0166666666666667,1.77815125038364,"Saxitoxin","class_Betaproteobacteria",11,34
"NM4281","order_Burkholderiales",-1,0.0166666666666667,1.77815125038364,"Saxitoxin","order_Burkholderiales",11,34
"NM4281","family_Clostridiaceae.1",1,0.0166666666666667,1.77815125038364,"Saxitoxin","family_Clostridiaceae.1",11,34
"NM4281","family_Rikenellaceae",1,0.0166666666666667,1.77815125038364,"Saxitoxin","family_Rikenellaceae",11,34
"NM4281","family_Sutterellaceae",-1,0.0166666666666667,1.77815125038364,"Saxitoxin","family_Sutterellaceae",11,34
"NM4281","genus_Alistipes",1,0.0166666666666667,1.77815125038364,"Saxitoxin","Alistipes",11,34
"NM4281","genus_Clostridium.sensu.stricto",1,0.0166666666666667,1.77815125038364,"Saxitoxin","Clostridium.sensu.stricto",11,34
"NM4281","genus_Eggerthella",1,0.0166666666666667,1.77815125038364,"Saxitoxin","Eggerthella",11,34
"NM4281","genus_Odoribacter",1,0.0166666666666667,1.77815125038364,"Saxitoxin","Odoribacter",11,34
"NM4281","genus_Parasutterella",1,0.0166666666666667,1.77815125038364,"Saxitoxin","Parasutterella",11,34
"NM4281","genus_Roseburia",-1,0.0166666666666667,1.77815125038364,"Saxitoxin","Roseburia",11,34
"NM4287","phylum_Verrucomicrobia",1,0.0166666666666667,1.77815125038364,"Perfluorobutanesulfonic acid (PFBS)","phylum_Verrucomicrobia",7,23
"NM4287","class_Verrucomicrobiae",1,0.0166666666666667,1.77815125038364,"Perfluorobutanesulfonic acid (PFBS)","class_Verrucomicrobiae",7,23
"NM4287","order_Verrucomicrobiales",1,0.0166666666666667,1.77815125038364,"Perfluorobutanesulfonic acid (PFBS)","order_Verrucomicrobiales",7,23
"NM4287","family_Verrucomicrobiaceae",1,0.0166666666666667,1.77815125038364,"Perfluorobutanesulfonic acid (PFBS)","family_Verrucomicrobiaceae",7,23
"NM4287","genus_Akkermansia",1,0.0166666666666667,1.77815125038364,"Perfluorobutanesulfonic acid (PFBS)","Akkermansia",7,23
"NM4287","genus_Oscillibacter",1,0.0166666666666667,1.77815125038364,"Perfluorobutanesulfonic acid (PFBS)","Oscillibacter",7,23
"NM4287","genus_Parabacteroides",1,0.0166666666666667,1.77815125038364,"Perfluorobutanesulfonic acid (PFBS)","Parabacteroides",7,23
"NM4327","family_Porphyromonadaceae",1,0.0166666666666667,1.77815125038364,"Aflatoxin B2","family_Porphyromonadaceae",4,9
"NM4327","family_Veillonellaceae",1,0.0166666666666667,1.77815125038364,"Aflatoxin B2","family_Veillonellaceae",4,9
"NM4327","genus_Butyricimonas",1,0.0166666666666667,1.77815125038364,"Aflatoxin B2","Butyricimonas",4,9
"NM4327","genus_Veillonella",1,0.0166666666666667,1.77815125038364,"Aflatoxin B2","Veillonella",4,9
"NM4337","class_unclassified_Firmicutes",1,0.0166666666666667,1.77815125038364,"Zeranol","class_unclassified_Firmicutes",4,12
"NM4337","order_unclassified_Firmicutes",1,0.0166666666666667,1.77815125038364,"Zeranol","order_unclassified_Firmicutes",4,12
"NM4337","family_unclassified_Firmicutes",1,0.0166666666666667,1.77815125038364,"Zeranol","family_unclassified_Firmicutes",4,12
"NM4337","genus_unclassified_Firmicutes",1,0.0166666666666667,1.77815125038364,"Zeranol","unclassified_Firmicutes",4,12
"NM4350","family_Porphyromonadaceae",1,0.0166666666666667,1.77815125038364,"Hexachloronaphthalene","family_Porphyromonadaceae",4,9
"NM4350","family_Veillonellaceae",1,0.0166666666666667,1.77815125038364,"Hexachloronaphthalene","family_Veillonellaceae",4,9
"NM4350","genus_Butyricimonas",1,0.0166666666666667,1.77815125038364,"Hexachloronaphthalene","Butyricimonas",4,9
"NM4350","genus_Veillonella",1,0.0166666666666667,1.77815125038364,"Hexachloronaphthalene","Veillonella",4,9
"PM0034","phylum_Verrucomicrobia",1,0.0166666666666667,1.77815125038364,"1,4-Dioxane","phylum_Verrucomicrobia",7,23
"PM0034","class_Verrucomicrobiae",1,0.0166666666666667,1.77815125038364,"1,4-Dioxane","class_Verrucomicrobiae",7,23
"PM0034","order_Verrucomicrobiales",1,0.0166666666666667,1.77815125038364,"1,4-Dioxane","order_Verrucomicrobiales",7,23
"PM0034","family_Verrucomicrobiaceae",1,0.0166666666666667,1.77815125038364,"1,4-Dioxane","family_Verrucomicrobiaceae",7,23
"PM0034","genus_Akkermansia",1,0.0166666666666667,1.77815125038364,"1,4-Dioxane","Akkermansia",7,23
"PM0034","genus_Oscillibacter",1,0.0166666666666667,1.77815125038364,"1,4-Dioxane","Oscillibacter",7,23
"PM0034","genus_Parabacteroides",1,0.0166666666666667,1.77815125038364,"1,4-Dioxane","Parabacteroides",7,23
"PM0320","phylum_Verrucomicrobia",1,0.0166666666666667,1.77815125038364,"N-Nitrosodiethylamine","phylum_Verrucomicrobia",7,23
"PM0320","class_Verrucomicrobiae",1,0.0166666666666667,1.77815125038364,"N-Nitrosodiethylamine","class_Verrucomicrobiae",7,23
"PM0320","order_Verrucomicrobiales",1,0.0166666666666667,1.77815125038364,"N-Nitrosodiethylamine","order_Verrucomicrobiales",7,23
"PM0320","family_Verrucomicrobiaceae",1,0.0166666666666667,1.77815125038364,"N-Nitrosodiethylamine","family_Verrucomicrobiaceae",7,23
"PM0320","genus_Akkermansia",1,0.0166666666666667,1.77815125038364,"N-Nitrosodiethylamine","Akkermansia",7,23
"PM0320","genus_Oscillibacter",1,0.0166666666666667,1.77815125038364,"N-Nitrosodiethylamine","Oscillibacter",7,23
"PM0320","genus_Parabacteroides",1,0.0166666666666667,1.77815125038364,"N-Nitrosodiethylamine","Parabacteroides",7,23
"PM0466","genus_unclassified_Coriobacteriaceae",1,0.0166666666666667,1.77815125038364,"Styrene","unclassified_Coriobacteriaceae",1,17
"PM0594","class_Bacilli",-1,0.0166666666666667,1.77815125038364,"Diethylene glycol","class_Bacilli",3,32
"PM0594","order_Lactobacillales",-1,0.0166666666666667,1.77815125038364,"Diethylene glycol","order_Lactobacillales",3,32
"PM0594","family_Streptococcaceae",-1,0.0166666666666667,1.77815125038364,"Diethylene glycol","family_Streptococcaceae",3,32
"PM0626","class_Betaproteobacteria",-1,0.0166666666666667,1.77815125038364,"o-Toluidine","class_Betaproteobacteria",11,34
"PM0626","order_Burkholderiales",-1,0.0166666666666667,1.77815125038364,"o-Toluidine","order_Burkholderiales",11,34
"PM0626","family_Clostridiaceae.1",1,0.0166666666666667,1.77815125038364,"o-Toluidine","family_Clostridiaceae.1",11,34
"PM0626","family_Rikenellaceae",1,0.0166666666666667,1.77815125038364,"o-Toluidine","family_Rikenellaceae",11,34
"PM0626","family_Sutterellaceae",-1,0.0166666666666667,1.77815125038364,"o-Toluidine","family_Sutterellaceae",11,34
"PM0626","genus_Alistipes",1,0.0166666666666667,1.77815125038364,"o-Toluidine","Alistipes",11,34
"PM0626","genus_Clostridium.sensu.stricto",1,0.0166666666666667,1.77815125038364,"o-Toluidine","Clostridium.sensu.stricto",11,34
"PM0626","genus_Eggerthella",1,0.0166666666666667,1.77815125038364,"o-Toluidine","Eggerthella",11,34
"PM0626","genus_Odoribacter",1,0.0166666666666667,1.77815125038364,"o-Toluidine","Odoribacter",11,34
"PM0626","genus_Parasutterella",1,0.0166666666666667,1.77815125038364,"o-Toluidine","Parasutterella",11,34
"PM0626","genus_Roseburia",-1,0.0166666666666667,1.77815125038364,"o-Toluidine","Roseburia",11,34
"PM0682","family_Porphyromonadaceae",1,0.0166666666666667,1.77815125038364,"Styrene oxide","family_Porphyromonadaceae",4,9
"PM0682","family_Veillonellaceae",1,0.0166666666666667,1.77815125038364,"Styrene oxide","family_Veillonellaceae",4,9
"PM0682","genus_Butyricimonas",1,0.0166666666666667,1.77815125038364,"Styrene oxide","Butyricimonas",4,9
"PM0682","genus_Veillonella",1,0.0166666666666667,1.77815125038364,"Styrene oxide","Veillonella",4,9
"PM0834","genus_Barnesiella",1,0.0166666666666667,1.77815125038364,"Chloral","Barnesiella",3,12
"PM0834","genus_Clostridium.IV",1,0.0166666666666667,1.77815125038364,"Chloral","Clostridium.IV",3,12
"PM0834","genus_unclassified_Ruminococcaceae",1,0.0166666666666667,1.77815125038364,"Chloral","unclassified_Ruminococcaceae",3,12
"PM0964","family_Peptostreptococcaceae",-1,0.0166666666666667,1.77815125038364,"Chloronaphthalene","family_Peptostreptococcaceae",5,29
"PM0964","family_unclassified_Clostridiales",1,0.0166666666666667,1.77815125038364,"Chloronaphthalene","family_unclassified_Clostridiales",5,29
"PM0964","genus_Clostridium.XI",-1,0.0166666666666667,1.77815125038364,"Chloronaphthalene","Clostridium.XI",5,29
"PM0964","genus_Clostridium.XlVa",-1,0.0166666666666667,1.77815125038364,"Chloronaphthalene","Clostridium.XlVa",5,29
"PM0964","genus_unclassified_Clostridiales",1,0.0166666666666667,1.77815125038364,"Chloronaphthalene","unclassified_Clostridiales",5,29
"PM0996","class_Betaproteobacteria",-1,0.0166666666666667,1.77815125038364,"Fenuron","class_Betaproteobacteria",11,34
"PM0996","order_Burkholderiales",-1,0.0166666666666667,1.77815125038364,"Fenuron","order_Burkholderiales",11,34
"PM0996","family_Clostridiaceae.1",1,0.0166666666666667,1.77815125038364,"Fenuron","family_Clostridiaceae.1",11,34
"PM0996","family_Rikenellaceae",1,0.0166666666666667,1.77815125038364,"Fenuron","family_Rikenellaceae",11,34
"PM0996","family_Sutterellaceae",-1,0.0166666666666667,1.77815125038364,"Fenuron","family_Sutterellaceae",11,34
"PM0996","genus_Alistipes",1,0.0166666666666667,1.77815125038364,"Fenuron","Alistipes",11,34
"PM0996","genus_Clostridium.sensu.stricto",1,0.0166666666666667,1.77815125038364,"Fenuron","Clostridium.sensu.stricto",11,34
"PM0996","genus_Eggerthella",1,0.0166666666666667,1.77815125038364,"Fenuron","Eggerthella",11,34
"PM0996","genus_Odoribacter",1,0.0166666666666667,1.77815125038364,"Fenuron","Odoribacter",11,34
"PM0996","genus_Parasutterella",1,0.0166666666666667,1.77815125038364,"Fenuron","Parasutterella",11,34
"PM0996","genus_Roseburia",-1,0.0166666666666667,1.77815125038364,"Fenuron","Roseburia",11,34
"PM1013","class_Bacilli",-1,0.0166666666666667,1.77815125038364,"Phthalic acid","class_Bacilli",3,32
"PM1013","order_Lactobacillales",-1,0.0166666666666667,1.77815125038364,"Phthalic acid","order_Lactobacillales",3,32
"PM1013","family_Streptococcaceae",-1,0.0166666666666667,1.77815125038364,"Phthalic acid","family_Streptococcaceae",3,32
"PM1040","phylum_Verrucomicrobia",1,0.0166666666666667,1.77815125038364,"4-Ipomeanol","phylum_Verrucomicrobia",7,23
"PM1040","class_Verrucomicrobiae",1,0.0166666666666667,1.77815125038364,"4-Ipomeanol","class_Verrucomicrobiae",7,23
"PM1040","order_Verrucomicrobiales",1,0.0166666666666667,1.77815125038364,"4-Ipomeanol","order_Verrucomicrobiales",7,23
"PM1040","family_Verrucomicrobiaceae",1,0.0166666666666667,1.77815125038364,"4-Ipomeanol","family_Verrucomicrobiaceae",7,23
"PM1040","genus_Akkermansia",1,0.0166666666666667,1.77815125038364,"4-Ipomeanol","Akkermansia",7,23
"PM1040","genus_Oscillibacter",1,0.0166666666666667,1.77815125038364,"4-Ipomeanol","Oscillibacter",7,23
"PM1040","genus_Parabacteroides",1,0.0166666666666667,1.77815125038364,"4-Ipomeanol","Parabacteroides",7,23
"PM1048","genus_Barnesiella",1,0.0166666666666667,1.77815125038364,"Glyphosate","Barnesiella",3,12
"PM1048","genus_Clostridium.IV",1,0.0166666666666667,1.77815125038364,"Glyphosate","Clostridium.IV",3,12
"PM1048","genus_unclassified_Ruminococcaceae",1,0.0166666666666667,1.77815125038364,"Glyphosate","unclassified_Ruminococcaceae",3,12
"PM1062","genus_unclassified_Coriobacteriaceae",1,0.0166666666666667,1.77815125038364,"Decanoic acid","unclassified_Coriobacteriaceae",1,17
"PM1149","genus_Barnesiella",1,0.0166666666666667,1.77815125038364,"Aspirin","Barnesiella",3,12
"PM1149","genus_Clostridium.IV",1,0.0166666666666667,1.77815125038364,"Aspirin","Clostridium.IV",3,12
"PM1149","genus_unclassified_Ruminococcaceae",1,0.0166666666666667,1.77815125038364,"Aspirin","unclassified_Ruminococcaceae",3,12
"PM1171","class_unclassified_Firmicutes",1,0.0166666666666667,1.77815125038364,"Triethyl phosphate","class_unclassified_Firmicutes",4,12
"PM1171","order_unclassified_Firmicutes",1,0.0166666666666667,1.77815125038364,"Triethyl phosphate","order_unclassified_Firmicutes",4,12
"PM1171","family_unclassified_Firmicutes",1,0.0166666666666667,1.77815125038364,"Triethyl phosphate","family_unclassified_Firmicutes",4,12
"PM1171","genus_unclassified_Firmicutes",1,0.0166666666666667,1.77815125038364,"Triethyl phosphate","unclassified_Firmicutes",4,12
"PM1307","phylum_Verrucomicrobia",1,0.0166666666666667,1.77815125038364,"Dibromoethane","phylum_Verrucomicrobia",7,23
"PM1307","class_Verrucomicrobiae",1,0.0166666666666667,1.77815125038364,"Dibromoethane","class_Verrucomicrobiae",7,23
"PM1307","order_Verrucomicrobiales",1,0.0166666666666667,1.77815125038364,"Dibromoethane","order_Verrucomicrobiales",7,23
"PM1307","family_Verrucomicrobiaceae",1,0.0166666666666667,1.77815125038364,"Dibromoethane","family_Verrucomicrobiaceae",7,23
"PM1307","genus_Akkermansia",1,0.0166666666666667,1.77815125038364,"Dibromoethane","Akkermansia",7,23
"PM1307","genus_Oscillibacter",1,0.0166666666666667,1.77815125038364,"Dibromoethane","Oscillibacter",7,23
"PM1307","genus_Parabacteroides",1,0.0166666666666667,1.77815125038364,"Dibromoethane","Parabacteroides",7,23
"PM1499","class_Betaproteobacteria",-1,0.0166666666666667,1.77815125038364,"Aldicarb","class_Betaproteobacteria",11,34
"PM1499","order_Burkholderiales",-1,0.0166666666666667,1.77815125038364,"Aldicarb","order_Burkholderiales",11,34
"PM1499","family_Clostridiaceae.1",1,0.0166666666666667,1.77815125038364,"Aldicarb","family_Clostridiaceae.1",11,34
"PM1499","family_Rikenellaceae",1,0.0166666666666667,1.77815125038364,"Aldicarb","family_Rikenellaceae",11,34
"PM1499","family_Sutterellaceae",-1,0.0166666666666667,1.77815125038364,"Aldicarb","family_Sutterellaceae",11,34
"PM1499","genus_Alistipes",1,0.0166666666666667,1.77815125038364,"Aldicarb","Alistipes",11,34
"PM1499","genus_Clostridium.sensu.stricto",1,0.0166666666666667,1.77815125038364,"Aldicarb","Clostridium.sensu.stricto",11,34
"PM1499","genus_Eggerthella",1,0.0166666666666667,1.77815125038364,"Aldicarb","Eggerthella",11,34
"PM1499","genus_Odoribacter",1,0.0166666666666667,1.77815125038364,"Aldicarb","Odoribacter",11,34
"PM1499","genus_Parasutterella",1,0.0166666666666667,1.77815125038364,"Aldicarb","Parasutterella",11,34
"PM1499","genus_Roseburia",-1,0.0166666666666667,1.77815125038364,"Aldicarb","Roseburia",11,34
"PM1527","genus_Barnesiella",1,0.0166666666666667,1.77815125038364,"Diethyltoluamide","Barnesiella",3,12
"PM1527","genus_Clostridium.IV",1,0.0166666666666667,1.77815125038364,"Diethyltoluamide","Clostridium.IV",3,12
"PM1527","genus_unclassified_Ruminococcaceae",1,0.0166666666666667,1.77815125038364,"Diethyltoluamide","unclassified_Ruminococcaceae",3,12
"PM1704","family_Peptostreptococcaceae",-1,0.0166666666666667,1.77815125038364,"Dichloronaphthalene","family_Peptostreptococcaceae",5,29
"PM1704","family_unclassified_Clostridiales",1,0.0166666666666667,1.77815125038364,"Dichloronaphthalene","family_unclassified_Clostridiales",5,29
"PM1704","genus_Clostridium.XI",-1,0.0166666666666667,1.77815125038364,"Dichloronaphthalene","Clostridium.XI",5,29
"PM1704","genus_Clostridium.XlVa",-1,0.0166666666666667,1.77815125038364,"Dichloronaphthalene","Clostridium.XlVa",5,29
"PM1704","genus_unclassified_Clostridiales",1,0.0166666666666667,1.77815125038364,"Dichloronaphthalene","unclassified_Clostridiales",5,29
"PM1795","class_Betaproteobacteria",-1,0.0166666666666667,1.77815125038364,"Bisphenol F","class_Betaproteobacteria",11,34
"PM1795","order_Burkholderiales",-1,0.0166666666666667,1.77815125038364,"Bisphenol F","order_Burkholderiales",11,34
"PM1795","family_Clostridiaceae.1",1,0.0166666666666667,1.77815125038364,"Bisphenol F","family_Clostridiaceae.1",11,34
"PM1795","family_Rikenellaceae",1,0.0166666666666667,1.77815125038364,"Bisphenol F","family_Rikenellaceae",11,34
"PM1795","family_Sutterellaceae",-1,0.0166666666666667,1.77815125038364,"Bisphenol F","family_Sutterellaceae",11,34
"PM1795","genus_Alistipes",1,0.0166666666666667,1.77815125038364,"Bisphenol F","Alistipes",11,34
"PM1795","genus_Clostridium.sensu.stricto",1,0.0166666666666667,1.77815125038364,"Bisphenol F","Clostridium.sensu.stricto",11,34
"PM1795","genus_Eggerthella",1,0.0166666666666667,1.77815125038364,"Bisphenol F","Eggerthella",11,34
"PM1795","genus_Odoribacter",1,0.0166666666666667,1.77815125038364,"Bisphenol F","Odoribacter",11,34
"PM1795","genus_Parasutterella",1,0.0166666666666667,1.77815125038364,"Bisphenol F","Parasutterella",11,34
"PM1795","genus_Roseburia",-1,0.0166666666666667,1.77815125038364,"Bisphenol F","Roseburia",11,34
"PM1811","class_Betaproteobacteria",-1,0.0166666666666667,1.77815125038364,"Fluoranthene","class_Betaproteobacteria",11,34
"PM1811","order_Burkholderiales",-1,0.0166666666666667,1.77815125038364,"Fluoranthene","order_Burkholderiales",11,34
"PM1811","family_Clostridiaceae.1",1,0.0166666666666667,1.77815125038364,"Fluoranthene","family_Clostridiaceae.1",11,34
"PM1811","family_Rikenellaceae",1,0.0166666666666667,1.77815125038364,"Fluoranthene","family_Rikenellaceae",11,34
"PM1811","family_Sutterellaceae",-1,0.0166666666666667,1.77815125038364,"Fluoranthene","family_Sutterellaceae",11,34
"PM1811","genus_Alistipes",1,0.0166666666666667,1.77815125038364,"Fluoranthene","Alistipes",11,34
"PM1811","genus_Clostridium.sensu.stricto",1,0.0166666666666667,1.77815125038364,"Fluoranthene","Clostridium.sensu.stricto",11,34
"PM1811","genus_Eggerthella",1,0.0166666666666667,1.77815125038364,"Fluoranthene","Eggerthella",11,34
"PM1811","genus_Odoribacter",1,0.0166666666666667,1.77815125038364,"Fluoranthene","Odoribacter",11,34
"PM1811","genus_Parasutterella",1,0.0166666666666667,1.77815125038364,"Fluoranthene","Parasutterella",11,34
"PM1811","genus_Roseburia",-1,0.0166666666666667,1.77815125038364,"Fluoranthene","Roseburia",11,34
"PM1880","family_Peptostreptococcaceae",-1,0.0166666666666667,1.77815125038364,"p-Hydroxy-meta-chlorophenylpiperazine","family_Peptostreptococcaceae",5,29
"PM1880","family_unclassified_Clostridiales",1,0.0166666666666667,1.77815125038364,"p-Hydroxy-meta-chlorophenylpiperazine","family_unclassified_Clostridiales",5,29
"PM1880","genus_Clostridium.XI",-1,0.0166666666666667,1.77815125038364,"p-Hydroxy-meta-chlorophenylpiperazine","Clostridium.XI",5,29
"PM1880","genus_Clostridium.XlVa",-1,0.0166666666666667,1.77815125038364,"p-Hydroxy-meta-chlorophenylpiperazine","Clostridium.XlVa",5,29
