"from","to","cor","p_value","p_adjust","from_id","to_id"
"PM1013","PM2739",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Perfluorooctanoic acid (PFOA)"
"PM1013","PM2198",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Triisobutyl phosphate"
"PM1013","PM2702",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Azoxystrobin"
"PM1013","PM2246",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Disulfoton"
"PM1013","PM1048",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Glyphosate"
"PM1013","NM0692",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Benzoic acid"
"PM1013","PM0996",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Fenuron"
"PM1013","PM1944",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Thiofanox"
"PM1013","PM1990",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Prometon"
"PM1013","NM3471",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Propoxur"
"PM1013","PM2493",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","1,2,3,7,8-Pentachlorodibenzo-P-dioxin"
"PM1013","PM0716",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Naphthalene"
"PM1013","PM1121",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Anthracene"
"PM1013","PM1810",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Pyrene"
"PM1013","NM3981",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Benzo[b]fluoranthene"
"PM1013","PM2151",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","2,4,4'-Trichlorobiphenyl (PCB 28)"
"PM1013","PM1704",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Dichloronaphthalene"
"PM1013","PM1795",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Bisphenol F"
"PM1013","NM0104",-1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Ethyl carbamate"
"PM1013","PM1927",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Bergapten"
"PM1013","NM1145",-0.974679434480896,0.00481823046819854,0.0166944213155704,"Phthalic acid","4-Nitrotoluene"
"PM1013","PM2807",0.974679434480896,0.00481823046819854,0.0166944213155704,"Phthalic acid","Fusarin C"
"PM1013","PM2594",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Fumitremorgin C"
"PM1013","PM2308",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Ethinylestradiol"
"PM1013","PM2286",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Testosterone"
"PM1013","PM2159",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Galaxolide"
"PM1013","PM1900",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Clofibric acid"
"PM1013","PM2804",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Budesonide"
"PM1013","PM2019",1,0.0166666666666667,0.0166944213155704,"Phthalic acid","Naproxen"
"NM0522","PM1049",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","4-Aminobiphenyl"
"NM0522","PM0626",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","o-Toluidine"
"NM0522","PM2000",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","2,4,6-Trinitrotoluene"
"NM0522","PM2540",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Perfluoroheptanoic acid (PFHpA)"
"NM0522","PM1976",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Mono-n-butyl phthalate"
"NM0522","PM2619",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Ethion"
"NM0522","PM2297",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Parathion"
"NM0522","NM1340",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","4-Nitrophenol"
"NM0522","PM1015",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Ethylparaben"
"NM0522","PM1499",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Aldicarb"
"NM0522","PM1849",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Aminocarb"
"NM0522","PM2255",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Fenitrothion"
"NM0522","PM1860",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Ethirimol"
"NM0522","PM2201",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Diethofencarb"
"NM0522","NM2328",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Methylparaben"
"NM0522","PM2002",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Chrysene"
"NM0522","PM1926",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","7H-Benzo[c]fluorene"
"NM0522","PM0834",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Chloral"
"NM0522","PM1996",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Cyclopenta[cd]pyrene"
"NM0522","PM0711",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Dimethyl sulfate"
"NM0522","PM1768",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","2-Amino-3-methylimidazo(4,5-f)quinoline"
"NM0522","PM2807",0.974679434480896,0.00481823046819854,0.0166944213155704,"Hexanoic acid","Fusarin C"
"NM0522","NM4281",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Saxitoxin"
"NM0522","NM3747",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","Oxybenzone"
"NM0522","NM1240",1,0.0166666666666667,0.0166944213155704,"Hexanoic acid","4-Hydroxybenzoic acid"
"PM1049","PM0626",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","o-Toluidine"
"PM1049","PM2000",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","2,4,6-Trinitrotoluene"
"PM1049","PM2540",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Perfluoroheptanoic acid (PFHpA)"
"PM1049","PM1976",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Mono-n-butyl phthalate"
"PM1049","PM2619",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Ethion"
"PM1049","PM2297",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Parathion"
"PM1049","NM1340",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","4-Nitrophenol"
"PM1049","PM1015",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Ethylparaben"
"PM1049","PM1499",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Aldicarb"
"PM1049","PM1849",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Aminocarb"
"PM1049","PM2255",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Fenitrothion"
"PM1049","PM1860",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Ethirimol"
"PM1049","PM2201",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Diethofencarb"
"PM1049","NM2328",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Methylparaben"
"PM1049","PM2002",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Chrysene"
"PM1049","PM1926",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","7H-Benzo[c]fluorene"
"PM1049","PM0834",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Chloral"
"PM1049","PM1996",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Cyclopenta[cd]pyrene"
"PM1049","PM0711",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Dimethyl sulfate"
"PM1049","PM1768",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","2-Amino-3-methylimidazo(4,5-f)quinoline"
"PM1049","PM2807",0.974679434480896,0.00481823046819854,0.0166944213155704,"4-Aminobiphenyl","Fusarin C"
"PM1049","NM4281",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Saxitoxin"
"PM1049","NM3747",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","Oxybenzone"
"PM1049","NM1240",1,0.0166666666666667,0.0166944213155704,"4-Aminobiphenyl","4-Hydroxybenzoic acid"
"PM2363","NM4327",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B1","Aflatoxin B2"
"PM2363","PM1244",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B1","Benzidine"
"PM2363","PM1454",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B1","Tricyclazole"
"PM2363","PM1594",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B1","Isoprocarb"
"PM2363","PM1836",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B1","Aldicarb sulfoxide"
"PM2363","PM1956",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B1","Thidiazuron"
"PM2363","PM1977",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B1","Mexacarbate"
"PM2363","PM2318",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B1","Fenoxycarb"
"PM2363","NM4272",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B1","Pentachloronaphthalene"
"PM2363","PM2111",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B1","1-Nitropyrene"
"PM2363","PM2128",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B1","Citrinin"
"PM2363","PM2233",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B1","Estradiol"
"PM2363","NM4270",0.974679434480896,0.00481823046819854,0.0166944213155704,"Aflatoxin B1","Musk xylene"
"PM2363","NM2302",-1,0.0166666666666667,0.0166944213155704,"Aflatoxin B1","Paracetamol"
"NM4327","PM1244",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B2","Benzidine"
"NM4327","PM1454",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B2","Tricyclazole"
"NM4327","PM1594",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B2","Isoprocarb"
"NM4327","PM1836",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B2","Aldicarb sulfoxide"
"NM4327","PM1956",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B2","Thidiazuron"
"NM4327","PM1977",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B2","Mexacarbate"
"NM4327","PM2318",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B2","Fenoxycarb"
"NM4327","NM4272",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B2","Pentachloronaphthalene"
"NM4327","PM2111",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B2","1-Nitropyrene"
"NM4327","PM2128",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B2","Citrinin"
"NM4327","PM2233",1,0.0166666666666667,0.0166944213155704,"Aflatoxin B2","Estradiol"
"NM4327","NM4270",0.974679434480896,0.00481823046819854,0.0166944213155704,"Aflatoxin B2","Musk xylene"
"NM4327","NM2302",-1,0.0166666666666667,0.0166944213155704,"Aflatoxin B2","Paracetamol"
"PM1244","PM1454",1,0.0166666666666667,0.0166944213155704,"Benzidine","Tricyclazole"
"PM1244","PM1594",1,0.0166666666666667,0.0166944213155704,"Benzidine","Isoprocarb"
"PM1244","PM1836",1,0.0166666666666667,0.0166944213155704,"Benzidine","Aldicarb sulfoxide"
"PM1244","PM1956",1,0.0166666666666667,0.0166944213155704,"Benzidine","Thidiazuron"
"PM1244","PM1977",1,0.0166666666666667,0.0166944213155704,"Benzidine","Mexacarbate"
"PM1244","PM2318",1,0.0166666666666667,0.0166944213155704,"Benzidine","Fenoxycarb"
"PM1244","NM4272",1,0.0166666666666667,0.0166944213155704,"Benzidine","Pentachloronaphthalene"
"PM1244","PM2111",1,0.0166666666666667,0.0166944213155704,"Benzidine","1-Nitropyrene"
"PM1244","PM2128",1,0.0166666666666667,0.0166944213155704,"Benzidine","Citrinin"
"PM1244","PM2233",1,0.0166666666666667,0.0166944213155704,"Benzidine","Estradiol"
"PM1244","NM4270",0.974679434480896,0.00481823046819854,0.0166944213155704,"Benzidine","Musk xylene"
"PM1244","NM2302",-1,0.0166666666666667,0.0166944213155704,"Benzidine","Paracetamol"
"PM1843","PM2336",1,0.0166666666666667,0.0166944213155704,"4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","Diazinon"
"PM1843","PM2056",1,0.0166666666666667,0.0166944213155704,"4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","3-Hydroxycarbofuran"
"PM1843","PM1018",1,0.0166666666666667,0.0166944213155704,"4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","Cyromazine"
"PM1843","PM1979",1,0.0166666666666667,0.0166944213155704,"4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","Dioxacarb"
"PM1843","PM1019",1,0.0166666666666667,0.0166944213155704,"4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","Fluorene"
"PM1843","NM3982",1,0.0166666666666667,0.0166944213155704,"4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","Benzo[k]fluoranthene"
"PM1843","PM2262",1,0.0166666666666667,0.0166944213155704,"4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","Dibenz[a,j]acridine"
"PM1843","NM4270",0.974679434480896,0.00481823046819854,0.0166944213155704,"4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","Musk xylene"
"PM1843","PM2295",1,0.0166666666666667,0.0166944213155704,"4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","Octyl-methoxycinnamate"
"PM1843","PM1149",1,0.0166666666666667,0.0166944213155704,"4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","Aspirin"
"PM1111","PM1180",-1,0.0166666666666667,0.0166944213155704,"N-Nitrosonornicotine","2,4-Dinitrotoluene"
"PM1111","PM3023",1,0.0166666666666667,0.0166944213155704,"N-Nitrosonornicotine","Ergotamine"
"PM1111","PM2226",1,0.0166666666666667,0.0166944213155704,"N-Nitrosonornicotine","Estrone"
"PM0626","PM2000",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","2,4,6-Trinitrotoluene"
"PM0626","PM2540",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Perfluoroheptanoic acid (PFHpA)"
"PM0626","PM1976",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Mono-n-butyl phthalate"
"PM0626","PM2619",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Ethion"
"PM0626","PM2297",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Parathion"
"PM0626","NM1340",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","4-Nitrophenol"
"PM0626","PM1015",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Ethylparaben"
"PM0626","PM1499",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Aldicarb"
"PM0626","PM1849",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Aminocarb"
"PM0626","PM2255",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Fenitrothion"
"PM0626","PM1860",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Ethirimol"
"PM0626","PM2201",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Diethofencarb"
"PM0626","NM2328",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Methylparaben"
"PM0626","PM2002",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Chrysene"
"PM0626","PM1926",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","7H-Benzo[c]fluorene"
"PM0626","PM0834",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Chloral"
"PM0626","PM1996",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Cyclopenta[cd]pyrene"
"PM0626","PM0711",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Dimethyl sulfate"
"PM0626","PM1768",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","2-Amino-3-methylimidazo(4,5-f)quinoline"
"PM0626","PM2807",0.974679434480896,0.00481823046819854,0.0166944213155704,"o-Toluidine","Fusarin C"
"PM0626","NM4281",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Saxitoxin"
"PM0626","NM3747",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","Oxybenzone"
"PM0626","NM1240",1,0.0166666666666667,0.0166944213155704,"o-Toluidine","4-Hydroxybenzoic acid"
"PM0034","PM2260",1,0.0166666666666667,0.0166944213155704,"1,4-Dioxane","Mono(2-ethylhexyl) phthalate"
"PM0034","PM1890",1,0.0166666666666667,0.0166944213155704,"1,4-Dioxane","Simetryn"
"PM0034","PM1936",1,0.0166666666666667,0.0166944213155704,"1,4-Dioxane","Pyracarbolid"
"PM0034","PM0901",-1,0.0166666666666667,0.0166944213155704,"1,4-Dioxane","Acenaphthylene"
"PM0034","NM2977",1,0.0166666666666667,0.0166944213155704,"1,4-Dioxane","Phenanthrene"
"PM0034","PM2291",-1,0.0166666666666667,0.0166944213155704,"1,4-Dioxane","3,3′,4,4′-Tetrachlorobiphenyl (PCB77)"
"PM0034","PM2187",1,0.0166666666666667,0.0166944213155704,"1,4-Dioxane","Tetrachloronaphthalene"
"PM0034","NM4350",1,0.0166666666666667,0.0166944213155704,"1,4-Dioxane","Hexachloronaphthalene"
"PM0034","PM2004",1,0.0166666666666667,0.0166944213155704,"1,4-Dioxane","Bisphenol A"
"PM0034","PM0320",1,0.0166666666666667,0.0166944213155704,"1,4-Dioxane","N-Nitrosodiethylamine"
"PM0034","PM0682",1,0.0166666666666667,0.0166944213155704,"1,4-Dioxane","Styrene oxide"
"PM0034","PM2143",1,0.0166666666666667,0.0166944213155704,"1,4-Dioxane","Enzacamene"
"PM0034","NM4256",1,0.0166666666666667,0.0166944213155704,"1,4-Dioxane","Diclofenac"
"PM2000","PM2540",1,0.0166666666666667,0.0166944213155704,"2,4,6-Trinitrotoluene","Perfluoroheptanoic acid (PFHpA)"
