"name","mz","rt","Candidate.number","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database"
"nHILIC_128.0352_7.6",128.0352,80,1,"L-Glutamic acid","NA","NA","NA","T3D4296","(M-H2O-H)-","0.1444525","0.9999833","NA","NA","NA","0","0.9999833","t3db_ms1_database"
"nHILIC_103.0036_7.7",103.0036,30,1,"Malonic acid","141-82-2","HMDB0000691","C04025","HMDB0000691","(M-H)-","0.14654","0.9999828","NA","NA","NA","0","0.9999828","hmdbMS1Database0.0.1"
"nHILIC_221.0665_7.7",221.0665,10,1,"Aldicarb sulfone","NA","NA","NA","Aldicarb sulfone","(M-H)-","17","0.7935807","NA","NA","NA","0","0.7935807","list1_ms1_database"
"nHILIC_177.0404_7.8",177.0404,70,1,"D-Gluconic acid Mn(II) salt","NA","NA","NA","T3D1157","(M-H2O-H)-","0.006845","1","NA","NA","NA","0","1","t3db_ms1_database"
"nHILIC_165.0404_7.8",165.0404,50,1,"Fuberidazole","NA","NA","NA","Fuberidazole","(M-H2O-H)-","14.25","0.8500586","NA","NA","NA","0","0.8500586","list1_ms1_database"
"nHILIC_114.0559_7.8",114.0559,40,1,"L-Proline","NA","NA","NA","T3D4411","(M-H)-","0.3213425","0.9999174","NA","NA","NA","0","0.9999174","t3db_ms1_database"
"nHILIC_135.0299_7.9",135.0299,50,1,"Diethyl Phosphate","NA","NA","NA","Diethyl Phosphate","(M-H2O-H)-","22","0.6789553","NA","NA","NA","0","0.6789553","list1_ms1_database"
"nHILIC_165.0405_8.5",165.0405,50,1,"Fuberidazole","NA","NA","NA","Fuberidazole","(M-H2O-H)-","14","0.854875","NA","NA","NA","0","0.854875","list1_ms1_database"
"nHILIC_195.051_8.7",195.051,50,1,"3-Phenoxybenzoic","NA","NA","NA","3-Phenoxybenzoic","(M-H2O-H)-","14.75","0.8402549","NA","NA","NA","0","0.8402549","list1_ms1_database"
"nHILIC_130.0509_8.8",130.0509,0,1,"5-Aminolevulinic acid","NA","NA","NA","T3D4273","(M-H)-","0.1078975","0.9999907","NA","NA","NA","0","0.9999907","t3db_ms1_database"
"nHILIC_280.0754_8.9",280.0754,0,1,"Imipenem","NA","NA","NA","T3D4739","(M-H2O-H)-","1.691842","0.9977128","NA","NA","NA","0","0.9977128","t3db_ms1_database"
"nHILIC_969.5442_9.2",969.5442,95,1,"Lipopolysaccharide","NA","NA","NA","T3D4234","(2M-H)-","0.7869203","0.9995047","NA","NA","NA","0","0.9995047","t3db_ms1_database"
"nHILIC_74.0246_9.6",74.0246,40,1,"Glycine","NA","NA","NA","T3D4318","(M-H)-","0.3210225","0.9999176","NA","NA","NA","0","0.9999176","t3db_ms1_database"
"nHILIC_104.0352_9.7",104.0352,40,1,"L-Serine","NA","NA","NA","T3D4367","(M-H)-","0.2327375","0.9999567","NA","NA","NA","0","0.9999567","t3db_ms1_database"
"nHILIC_147.0297_10.2",147.0297,70,1,"L-2-Hydroxyglutaric acid","NA","NA","NA","T3D4247","(M-H)-","0.433415","0.9998497","NA","NA","NA","0","0.9998497","t3db_ms1_database"
"nHILIC_471.1343_11.8",471.1343,11,1,"4-O-Methyl-a-D-glucosyl-(1->2)-b-D-xylosyl-(1->4)-D-xylose","10365-86-3","HMDB0039742","NA","HMDB0039742","(M-H)-","2.589975","0.994648","NA","NA","NA","0","0.994648","hmdbMS1Database0.0.1"
"nHILIC_239.0164_12.1",239.0164,90,1,"Methacrifos","NA","NA","NA","Methacrifos","(M-H)-","4","0.9872816","NA","NA","NA","0","0.9872816","list2_ms1_database"
"nHILIC_274.1407_13.3",274.1407,41,1,"Anastrozole","NA","NA","NA","T3D4796","(M-H2O-H)-","13.61408","0.8621943","NA","NA","NA","0","0.8621943","t3db_ms1_database"
"nHILIC_202.1197_13.3",202.1197,21,1,"Pebulate","NA","NA","NA","Pebulate","(M-H)-","18.5","0.7604842","NA","NA","NA","0","0.7604842","list2_ms1_database"
"nHILIC_274.1407_12.3",274.1407,41,1,"Anastrozole","NA","NA","NA","T3D4796","(M-H2O-H)-","13.61408","0.8621943","NA","NA","NA","0","0.8621943","t3db_ms1_database"
"nHILIC_96.96_11.1",96.96,69,1,"1,2-Dichloroethane","NA","NA","NA","T3D0085","(M-H)-","4.263855","0.9855609","NA","NA","NA","0","0.9855609","t3db_ms1_database"
"nHILIC_88.988_11",88.988,89,1,"Oxalic acid","NA","NA","NA","T3D0856","(M-H)-","0.02138","0.9999996","NA","NA","NA","0","0.9999996","t3db_ms1_database"
"nHILIC_168.0778_10.2",168.0778,80,1,"Diphenylamine","NA","NA","NA","Diphenylamine","(M-H)-","10","0.9231163","NA","NA","NA","0","0.9231163","list2_ms1_database"
"nHILIC_88.0403_8.9",88.0403,80,1,"Ethyl carbamate","NA","NA","NA","Ethyl carbamate","(M-H)-","0.195","0.9999696","NA","NA","NA","0","0.9999696","select_exposome_ms1_database"
"nHILIC_105.0192_7.8",105.0192,50,1,"Glyceric acid","NA","NA","NA","T3D4330","(M-H)-","0.2717","0.9999409","NA","NA","NA","0","0.9999409","t3db_ms1_database"
"nHILIC_207.0511_7.7",207.0511,70,1,"Anthraquinone","NA","NA","NA","Anthraquinone","(M-H)-","15","0.8352702","NA","NA","NA","0","0.8352702","list2_ms1_database"
"nHILIC_85.0294_7.6",85.0294,50,1,"4-Hydroxybutyric acid","NA","NA","NA","T3D4269","(M-H2O-H)-","0.110305","0.9999903","NA","NA","NA","0","0.9999903","t3db_ms1_database"
"nHILIC_269.0875_7.6",269.0875,90,1,"Nitenpyram","NA","NA","NA","Nitenpyram","(M-H)-","17","0.7935807","NA","NA","NA","0","0.7935807","list1_ms1_database"
"nHILIC_116.0352_7.5",116.0352,60,1,"Adenine","NA","NA","NA","T3D4279","(M-H2O-H)-","3.487963","0.9903145","NA","NA","NA","0","0.9903145","t3db_ms1_database"
"nHILIC_116.0716_7.3",116.0716,60,1,"L-Valine","NA","NA","NA","T3D4370","(M-H)-","0.1965025","0.9999691","NA","NA","NA","0","0.9999691","t3db_ms1_database"
"nHILIC_447.2749_7.2",447.2749,72,1,"3-Methyl-5-pentyl-2-furanpropanoic acid","69662-69-7","HMDB0112084","NA","HMDB0112084","(2M-H)-","0.646153","0.999666","NA","NA","NA","0","0.999666","hmdbMS1Database0.0.1"
"nHILIC_300.0394_7.2",300.0394,0,1,"N-Acetylgalactosamine 4-sulphate","45233-43-0","HMDB0000781","C16265","HMDB0000781","(M-H)-","0.1294325","0.9999866","NA","NA","NA","0","0.9999866","hmdbMS1Database0.0.1"
"nHILIC_160.0615_7.2",160.0615,0,1,"Aminoadipic acid","NA","NA","NA","T3D4259","(M-H)-","0.0196125","0.9999997","NA","NA","NA","0","0.9999997","t3db_ms1_database"
"nHILIC_528.2633_6.7",528.2633,82,1,"N-[(3a,5b,7b)-7-hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]-Glycine","133429-88-6","HMDB0002409","NA","HMDB0002409","(M-H)-","0.6399214","0.9996725","NA","NA","NA","0","0.9996725","hmdbMS1Database0.0.1"
"nHILIC_302.1148_6.5",302.1148,21,1,"Pyriproxyfen","NA","NA","NA","Pyriproxyfen","(M-H2O-H)-","8.25","0.9470059","NA","NA","NA","0","0.9470059","list1_ms1_database"
"nHILIC_539.2489_6.5",539.2489,92,1,"4-tert-Butylphenyl salicylate","NA","NA","NA","T3D4933","(2M-H)-","9.29277","0.9332479","NA","NA","NA","0","0.9332479","t3db_ms1_database"
"nHILIC_581.2411_5.9",581.2411,12,1,"Biliverdin","114-25-0","HMDB0001008","C00500","HMDB0001008","(M-H)-","0.9723487","0.9992439","NA","NA","NA","0","0.9992439","hmdbMS1Database0.0.1"
"nHILIC_89.0243_5.8",89.0243,90,1,"L-Lactic acid","NA","NA","NA","T3D4253","(M-H)-","0.235145","0.9999558","NA","NA","NA","0","0.9999558","t3db_ms1_database"
"nHILIC_504.3095_5.8",504.3095,43,1,"LysoPE(0:0/20:2(11Z,14Z))","NA","HMDB0011483","NA","HMDB0011483","(M-H)-","0.07814051","0.9999951","NA","NA","NA","0","0.9999951","hmdbMS1Database0.0.1"
"nHILIC_835.537_5.2",835.537,55,1,"Simvastatin","NA","NA","NA","T3D4788","(2M-H)-","0.5401891","0.9997666","NA","NA","NA","0","0.9997666","t3db_ms1_database"
"nHILIC_194.0458_4.6",194.0458,40,1,"Chlorpropham","NA","NA","NA","Chlorpropham","(M-H2O-H)-","20.25","0.720327","NA","NA","NA","0","0.720327","list2_ms1_database"
"nHILIC_700.5312_4.5",700.5312,5,1,"PE(16:0/P-18:1(11Z))","NA","HMDB0008951","NA","HMDB0008951","(M-H)-","3.653937","0.9893758","NA","NA","NA","0","0.9893758","hmdbMS1Database0.0.1"
"nHILIC_163.0612_4.5",163.0612,30,1,"Triethyl phosphate","NA","NA","NA","Triethyl phosphate","(M-H2O-H)-","20.25","0.720327","NA","NA","NA","0","0.720327","list1_ms1_database"
"nHILIC_103.0036_4",103.0036,30,1,"Malonic acid","141-82-2","HMDB0000691","C04025","HMDB0000691","(M-H)-","0.14654","0.9999828","NA","NA","NA","0","0.9999828","hmdbMS1Database0.0.1"
"nHILIC_485.1492_3.9",485.1492,51,1,"Gentianose","25954-44-3","HMDB0034072","C08239","HMDB0034072","(M-H2O-H)-","3.988361","0.987355","NA","NA","NA","0","0.987355","hmdbMS1Database0.0.1"
"nHILIC_381.1387_3.9",381.1387,11,1,"Carbendazim","NA","NA","NA","Carbendazim","(2M-H)-","20","0.726149","NA","NA","NA","0","0.726149","list1_ms1_database"
"nHILIC_174.056_3.8",174.056,40,1,"Indoleacetic acid","NA","NA","NA","T3D4152","(M-H)-","0.0713425","0.9999959","NA","NA","NA","0","0.9999959","t3db_ms1_database"
"nHILIC_181.0717_3.5",181.0717,10,1,"Bisphenol F","NA","NA","NA","Bisphenol F","(M-H2O-H)-","14","0.854875","NA","NA","NA","0","0.854875","list1_ms1_database"
"nHILIC_133.0506_2.3",133.0506,30,1,"Acenaphthylene","NA","NA","NA","Acenaphthylene","(M-H2O-H)-","13.75","0.8596328","NA","NA","NA","0","0.8596328","list2_ms1_database"
"nHILIC_459.3476_1.8",459.3476,93,1,"13'-Carboxy-alpha-tocopherol","NA","HMDB0012555","NA","HMDB0012555","(M-H)-","0.7837725","0.9995087","NA","NA","NA","0","0.9995087","hmdbMS1Database0.0.1"
"nHILIC_163.04_1.4",163.04,30,1,"3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid","NA","NA","NA","T3D4966","(M-H2O-H)-","0.02202","0.9999996","NA","NA","NA","0","0.9999996","t3db_ms1_database"
"nRPLC_381.1387_4.6",381.1387,11,1,"Carbendazim","NA","NA","NA","Carbendazim","(2M-H)-","20","0.726149","NA","NA","NA","0","0.726149","list1_ms1_database"
"nRPLC_167.1077_7.2",167.1077,71,1,"3-Oxodecanoic acid","NA","HMDB0010724","NA","HMDB0010724","(M-H2O-H)-","0.013895","0.9999998","NA","NA","NA","0","0.9999998","hmdbMS1Database0.0.1"
"nRPLC_391.2856_9.2",391.2856,12,1,"Deoxycholic acid","NA","NA","NA","T3D4961","(M-H)-","0.60058","0.9997115","NA","NA","NA","0","0.9997115","t3db_ms1_database"
"nRPLC_365.2333_9.7",365.2333,52,1,"3b-Allotetrahydrocortisol","651-43-4","HMDB0000314","NA","HMDB0000314","(M-H)-","0.060495","0.9999971","NA","NA","NA","0","0.9999971","hmdbMS1Database0.0.1"
"nRPLC_391.2856_9.8",391.2856,12,1,"Deoxycholic acid","NA","NA","NA","T3D4961","(M-H)-","0.60058","0.9997115","NA","NA","NA","0","0.9997115","t3db_ms1_database"
"nRPLC_263.1289_6.8",263.1289,31,1,"Trichothecolone","NA","NA","NA","T3D3719","(M-H)-","0.10218","0.9999916","NA","NA","NA","0","0.9999916","t3db_ms1_database"
"nRPLC_229.0868_7.2",229.0868,90,1,"Mono-cyclohexyl phthalate (MCHP)","NA","NA","NA","Mono-cyclohexyl phthalate (MCHP)","(M-H2O-H)-","0.75","0.9995501","NA","NA","NA","0","0.9995501","list1_ms1_database"
"nRPLC_187.134_7.5",187.134,71,1,"Isoproturon","NA","NA","NA","Isoproturon","(M-H2O-H)-","24.75","0.6125958","NA","NA","NA","0","0.6125958","list1_ms1_database"
"nRPLC_448.3067_8.6",448.3067,83,1,"Deoxycholic acid glycine conjugate","360-65-6","HMDB0000631","C05464 ","HMDB0000631","(M-H)-","0.275461","0.9999393","NA","NA","NA","0","0.9999393","hmdbMS1Database0.0.1"
"nRPLC_257.1759_8.8",257.1759,71,1,"Tetradecanedioic acid","821-38-5","HMDB0000872","NA","HMDB0000872","(M-H)-","0.2267","0.9999589","NA","NA","NA","0","0.9999589","hmdbMS1Database0.0.1"
"nRPLC_514.2838_9.6",514.2838,42,1,"Taurocholic acid","81-24-3","HMDB0000036","C05122","HMDB0000036","(M-H)-","1.115122","0.9990057","NA","NA","NA","0","0.9990057","hmdbMS1Database0.0.1"
"nRPLC_371.189_9.7",371.189,11,1,"Pyrethrum","NA","NA","NA","T3D0233","(M-H)-","6.564985","0.9661084","NA","NA","NA","0","0.9661084","t3db_ms1_database"
"nRPLC_391.2856_9.5",391.2856,12,1,"Deoxycholic acid","NA","NA","NA","T3D4961","(M-H)-","0.60058","0.9997115","NA","NA","NA","0","0.9997115","t3db_ms1_database"
"nRPLC_301.2173_10.3",301.2173,12,1,"Methyltestosterone","NA","NA","NA","T3D4748","(M-H)-","0.04949","0.999998","NA","NA","NA","0","0.999998","t3db_ms1_database"
"nRPLC_253.2172_10.3",253.2172,32,1,"16-Hydroxypalmitic acid","NA","NA","NA","1631","(M-H2O-H)-","0.112225","0.9999899","NA","NA","NA","0","0.9999899","specific_biomarker_ms1_database"
"nRPLC_431.3166_10.4",431.3166,13,1,"3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al","NA","HMDB0062206","NA","HMDB0062206","(M-H2O-H)-","0.05699062","0.9999974","NA","NA","NA","0","0.9999974","hmdbMS1Database0.0.1"
"nRPLC_329.2487_10.7",329.2487,92,1,"DPA (cis-22:5n-3)","NA","NA","NA","215","(M-H)-","0.29917","0.9999284","NA","NA","NA","0","0.9999284","specific_biomarker_ms1_database"
"nRPLC_471.3474_11.3",471.3474,13,1,"Barringtogenol C","13844-01-4","HMDB0034525","C08931","HMDB0034525","(M-H2O-H)-","1.113213","0.9990091","NA","NA","NA","0","0.9990091","hmdbMS1Database0.0.1"
"nRPLC_473.3632_11.4",473.3632,33,1,"Diundecyl phthalate","NA","NA","NA","T3D3657","(M-H)-","0.8663284","0.9993998","NA","NA","NA","0","0.9993998","t3db_ms1_database"
"nRPLC_407.2804_9.2",407.2804,72,1,"Cholic acid","NA","NA","NA","T3D4343","(M-H)-","0.3084116","0.9999239","NA","NA","NA","0","0.9999239","t3db_ms1_database"
"nRPLC_213.1497_8.1",213.1497,31,1,"Siduron","NA","NA","NA","Siduron","(M-H2O-H)-","24","0.6307788","NA","NA","NA","0","0.6307788","list1_ms1_database"
"nRPLC_333.2073_7.6",333.2073,32,1,"Diisohexyl phthalate","NA","NA","NA","T3D3647","(M-H)-","0.47638","0.9998185","NA","NA","NA","0","0.9998185","t3db_ms1_database"
"nRPLC_209.0819_5.9",209.0819,90,1,"Tebuthiuron","NA","NA","NA","Tebuthiuron","(M-H2O-H)-","10.5","0.9155777","NA","NA","NA","0","0.9155777","list1_ms1_database"
"nRPLC_199.0976_5.6",199.0976,90,1,"Thiofanox","NA","NA","NA","Thiofanox","(M-H2O-H)-","16.25","0.8095716","NA","NA","NA","0","0.8095716","list1_ms1_database"
"nRPLC_131.0714_1.6",131.0714,10,1,"2-Hydroxy-3-methylpentanoic acid","488-15-3","HMDB0000317","NA","HMDB0000317","(M-H)-","0.139375","0.9999845","NA","NA","NA","0","0.9999845","hmdbMS1Database0.0.1"
"nRPLC_165.0418_1.9",165.0418,50,1,"Fuberidazole","NA","NA","NA","Fuberidazole","(M-H2O-H)-","10.75","0.9116948","NA","NA","NA","0","0.9116948","list1_ms1_database"
"nRPLC_153.0193_2.1",153.0193,30,1,"Protocatechuic acid","NA","NA","NA","Protocatechuic acid","(M-H)-","1","0.9992003","NA","NA","NA","0","0.9992003","list1_ms1_database"
"nRPLC_165.0556_2.3",165.0556,50,1,"Ethyl paraben","NA","NA","NA","Ethyl paraben","(M-H)-","0.25","0.99995","NA","NA","NA","0","0.99995","list1_ms1_database"
"nRPLC_283.0822_2.4",283.0822,30,1,"Dibenzo[a,l]pyrene","NA","NA","NA","Dibenzo[a,l]pyrene","(M-H2O-H)-","23.625","0.6398558","NA","NA","NA","0","0.6398558","select_exposome_ms1_database"
"nRPLC_172.098_2.8",172.098,20,1,"Swainsonine","NA","NA","NA","T3D3087","(M-H)-","0.2666225","0.9999431","NA","NA","NA","0","0.9999431","t3db_ms1_database"
"nRPLC_165.0557_3.2",165.0557,50,1,"Ethyl paraben","NA","NA","NA","Ethyl paraben","(M-H)-","0","1","NA","NA","NA","0","1","list1_ms1_database"
"nRPLC_149.0607_4.6",149.0607,90,1,"4-Ipomeanol","NA","NA","NA","4-Ipomeanol","(M-H2O-H)-","0.11","0.9999903","NA","NA","NA","0","0.9999903","select_exposome_ms1_database"
"nRPLC_155.0713_4.9",155.0713,50,1,"Dimethyl adipate","NA","NA","NA","T3D4869","(M-H2O-H)-","0.02234","0.9999996","NA","NA","NA","0","0.9999996","t3db_ms1_database"
"nRPLC_201.1133_5.9",201.1133,11,1,"Sebacic acid","NA","NA","NA","T3D4883","(M-H)-","0.22734","0.9999587","NA","NA","NA","0","0.9999587","t3db_ms1_database"
"nRPLC_381.0762_6",381.0762,10,1,"Nitrilotriacetic Acid","NA","NA","NA","T3D4705","(2M-H)-","6.185125","0.969859","NA","NA","NA","0","0.969859","t3db_ms1_database"
"nRPLC_541.2651_6.6",541.2651,12,1,"Cortolone-3-glucuronide","56162-46-0","HMDB0010320","NA","HMDB0010320","(M-H)-","0.576771","0.9997339","NA","NA","NA","0","0.9997339","hmdbMS1Database0.0.1"
"nRPLC_501.1739_7.1",501.1739,11,1,"Rubratoxin A","NA","NA","NA","T3D3731","(M-H2O-H)-","5.311262","0.9776851","NA","NA","NA","0","0.9776851","t3db_ms1_database"
"nRPLC_331.1762_7.2",331.1762,11,1,"Phenothrin_1","NA","NA","NA","Phenothrin_1","(M-H2O-H)-","14.75","0.8402549","NA","NA","NA","0","0.8402549","list2_ms1_database"
"nRPLC_243.1601_7.9",243.1601,31,1,"1,1'-Azobis(cyclohexanecarbonitrile)","NA","NA","NA","T3D1687","(M-H)-","3.49165","0.9902941","NA","NA","NA","0","0.9902941","t3db_ms1_database"
"nRPLC_329.2336_7.9",329.2336,92,1,"9,12,13-TriHOME","NA","HMDB0004708","C14833","HMDB0004708","(M-H)-","0.689505","0.9996197","NA","NA","NA","0","0.9996197","hmdbMS1Database0.0.1"
"nRPLC_169.1234_8",169.1234,91,1,"4-Hydroxydecenal","NA","NA","NA","T3D4193","(M-H)-","0.05045","0.999998","NA","NA","NA","0","0.999998","t3db_ms1_database"
"nRPLC_243.1601_8",243.1601,31,1,"1,1'-Azobis(cyclohexanecarbonitrile)","NA","NA","NA","T3D1687","(M-H)-","3.49165","0.9902941","NA","NA","NA","0","0.9902941","t3db_ms1_database"
"nRPLC_169.1233_8.2",169.1233,91,1,"4-Hydroxydecenal","NA","NA","NA","T3D4193","(M-H)-","0.19955","0.9999681","NA","NA","NA","0","0.9999681","t3db_ms1_database"
"nRPLC_243.1601_8.2",243.1601,31,1,"1,1'-Azobis(cyclohexanecarbonitrile)","NA","NA","NA","T3D1687","(M-H)-","3.49165","0.9902941","NA","NA","NA","0","0.9902941","t3db_ms1_database"
"nRPLC_243.1601_8.3",243.1601,31,1,"1,1'-Azobis(cyclohexanecarbonitrile)","NA","NA","NA","T3D1687","(M-H)-","3.49165","0.9902941","NA","NA","NA","0","0.9902941","t3db_ms1_database"
